1)
  season   size  speed mxPH mnO2    Cl  NO3    NH4  oPO4   PO4 Chla   a1   a2   a3  a4   a5   a6
1 summer medium medium 8.00 10.9 41.16 4.05 1081.7 105.0  26.0 50.0  0.0 38.5  0.0 0.0 34.2  8.3
2 spring  small   high 8.30 10.8 29.20 2.82 1495.0    NA 292.6  1.3 15.1 12.7  4.1 2.4  8.7  1.4
3 winter medium medium 8.40 11.2 40.02 5.33  224.3 246.0 221.3  1.2  3.3 53.6  0.0 7.6  0.0  0.0
4 autumn medium medium 8.60  4.8 21.95 2.32   98.2 132.5   6.0   NA  2.4 13.2 18.9 2.4  0.0  7.5
5 winter  small medium 8.07  9.0  5.27 1.42  137.0  10.0  97.6   NA 55.5  2.9  2.5 3.5  0.0 10.1
6 spring medium    low 7.79  9.5 47.78 3.78  125.3   6.5  75.2  0.6 12.5  7.4  9.4 4.0  0.0 12.6
   a7
1 0.0
2 7.1
3 0.0
4 1.2
5 1.4
6 0.0
2)
,season,size,speed,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,a2,a4,a6,a7
144,autumn,small,high,8.7,3.2,9.055,1.587,920,412.33301,558.75,5.609,21.5,0,17,4.9
145,summer,medium,high,8.47,6.3,7.25,4.03,2167.37012,25.167,147.83299,31,6,0,0,31.6
146,autumn,medium,medium,7.29,4.3,35.66,0.73,246.364,26.6,188.66701,17.491,4.1,0,18.2,0
147,winter,medium,low,7.3,10.2,4.545,0.663,4073.33008,46.667,235.66701,3.1,0,1.2,0,1.6
148,autumn,small,medium,7.8,6.3,194.75,3.829,271.25,144,3,19.4,0,0,0,0
149,winter,small,low,7.9,9,66.3,1.39,142,48,13.6,81.54,4.6,0,1.2,0
150,winter,medium,high,8.4,10.5,5.326,1.519,40,37.857,116.2,1.1,5.6,11.5,9.9,0
151,winter,medium,high,8.7,11,57.75,6.225,2082.8501,87.333,23,53.1,5.4,3.2,32.9,6
152,winter,medium,medium,8.2,8.3,31.091,2.31,90,19.111,275.14301,8.1,0,1.9,32.1,0
153,summer,medium,low,8.6,9.7,1.17,1.651,54.778,20,84.46,2,0,2.2,77.6,16.7
154,winter,medium,low,8.1,6,55.35,2.22,176.66701,4.25,47,6.8,21.7,0,0,0
155,winter,medium,high,8,11.7,63.51,6.54,1131.66003,61.556,66.75,17.2,1,5.7,4.5,0
156,summer,large,medium,7.8,11.9,15.541,45.65,96.833,8.692,40.667,3,15.9,0,0,2.3
157,summer,small,medium,8.4,9.8,7.838,1.921,101.667,1,326.85699,2.15,0,0,0,0
158,spring,small,low,8.5,10,9,0.658,76,54.1,125.8,88.255,3.8,4.4,0,15.1
159,spring,large,high,8.9,12.5,27.4,9.715,101,20.667,205.875,1.3,3.4,0,7.1,0
160,winter,small,high,8.3,11.5,10.975,1.287,42,44,252.5,6.5,0,1.7,4.1,1
161,summer,small,high,8.84,10.1,50,6.238,110,173,186,NA,0,0,0,3.9
162,spring,large,medium,8,11.1,30.523,3.617,51.429,4,624.73297,93.683,3.4,2,0,12.5
163,summer,small,low,8.27,8.8,26.76,5.456,103.333,220.75,102.333,2,22,0,0,0
164,spring,small,high,7.9,7.7,43.09,5.694,421.66699,3.8,170,13.2,0,0,0,1.4
165,summer,medium,high,7.3,11.8,16,5.099,34,34.5,127,26.8,0,2.2,0,3.9
166,winter,small,medium,8.1,5.3,32.3,8.688,88.182,66.4,11.5,4.5,0,0,0,0
167,winter,medium,low,6.6,10.8,10.078,4.94,137.27299,102.364,76.333,5.544,0,3.7,0,2.9
168,winter,medium,low,6.4,11.1,39.109,0.376,134,16.8,3,3.8,0,0,1.6,0
169,autumn,large,medium,7.8,10.5,65.75,2.302,153.75,23,75.333,8.155,28,0,4.7,1.4
170,spring,large,low,8.06,7,58.331,0.735,627.27301,10.8,16.662,3,0,0,0,1.4
171,summer,large,high,8.24,8.6,51.113,3.561,255,1.8,272.22198,5.111,31.9,0,0,0
172,spring,large,high,8.15,11.5,9,0.701,22.5,238.2,18.293,18.33,20.6,1.9,3.6,0
173,spring,medium,medium,7.77,6,63.625,0.758,124.364,16,10.111,0.5,11.6,1.7,42.4,6.1
174,spring,small,high,7.8,7.4,0.8,2.512,66.667,50.889,137.778,5.5,0,2.7,0,0
175,summer,medium,medium,7.7,10.6,22.455,5.41,197.909,55,124.2,22.5,14.5,0,0,1
176,summer,medium,medium,8.5,10.77,34.5,2.603,215.714,57.6,6.667,20.8,16.2,0,11.1,5.5
177,spring,large,medium,8.35,11.8,59.067,3.678,32.727,8.6,6.5,0.3,6.7,0,15.8,7.2
178,autumn,small,medium,7.72,7.8,12.146,1.013,12.5,182.42,86.997,22.9,9.7,0,0,1.2
179,spring,small,high,7.09,4.5,3.5,7.195,40,27.667,19,3,8,2,2.6,1.2
180,autumn,medium,medium,8,10.1,22.286,1.535,28.333,4,2.5,27.5,0,1.4,0,0
181,winter,medium,medium,7.7,9.9,82.111,2.822,81,22.2,303.33301,4.3,28.2,0,5.1,1.7
182,summer,medium,medium,8.3,3.6,1.45,2.8,76.667,77.333,236,2.3,25.4,0,6.4,1.9
183,spring,medium,medium,8.53,5.3,7.613,7.83,27.5,49,22.9,7.9,0,4,0,0
184,spring,large,medium,8.3,9.5,79.077,1.374,83.75,45,108,5.2,4.7,4.6,0,0
185,winter,small,high,8,12.6,2.2,1.223,6400,61.25,39,NA,1.7,0,0,3.2
186,autumn,large,high,9,10.8,10.4,2.273,109,53,14,27.618,40.7,5,5.9,0
187,winter,small,high,7.6,8.2,3.86,0.9,155,24.667,21.3,2.1,6.4,6.9,0,22.1
188,spring,small,medium,8.6,8.2,32.4,2.805,643,51.125,276,8.957,0,4.6,3.9,10.8
189,spring,medium,high,8.8,4.4,101.875,3.245,82.1,45.9,228.364,3,0,0,5.1,0
190,winter,large,medium,6.6,8.8,29.775,1.203,17.778,82.222,167.89999,15,19.6,0,1.4,31.2
191,spring,large,medium,8.5,11.4,28.333,1.527,103,1.25,317,3.5,0,3.4,0,1.1
192,winter,small,low,8,5.8,39,0.86,120,NA,50.455,2.8,0,0,0,0
193,spring,medium,high,8.25,11.3,7.333,2.899,130,72,120.889,1.1,1.4,0,0,0
194,winter,small,high,8.2,9.7,94.405,3.978,239,39,91.111,4,14.7,0,0,7
195,summer,medium,low,8.3,10.8,7,2.586,132.25,109,142,65.7,13.2,0,17.2,0
196,summer,large,high,8.4,6,57.75,3.833,153,27,7.2,2.338,2.6,0,0,0
197,spring,large,medium,7.8,10.5,12.536,1.208,146.66701,111.25,46.6,4.667,7,4.3,0,1.4
198,summer,large,medium,7.75,9.4,139.989,1.335,120,20,391.75,3.2,5.2,0,4.6,1
199,summer,large,high,8,1.8,3.275,1.732,10,346.16699,20.75,NA,12.5,2.2,0,0
200,winter,medium,medium,7.3,3.2,61.05,2.102,27.069,64,140.517,1.3,0,0,17.1,1.4
3)
summer     medium     medium     8.00000     10.90000     41.16300     4.05300     1081.66003     105.00000     26.00000     50.00000     0.00000     38.50000     0.00000     0.00000     34.20000     8.30000     0.00000
spring     small     high     8.30000     10.80000     29.20000     2.81800     1495.00000     XXXXXXX     292.62500     1.30000     15.10000     12.70000     4.10000     2.40000     8.70000     1.40000     7.10000
winter     medium     medium     8.40000     11.20000     40.02000     5.33000     224.28600     246.00000     221.27800     1.20000     3.30000     53.60000     0.00000     7.60000     0.00000     0.00000     0.00000
autumn     medium     medium     8.60000     4.80000     21.95000     2.31600     98.18200     132.50000     6.00000     XXXXXXX     2.40000     13.20000     18.90000     2.40000     0.00000     7.50000     1.20000
winter     small     medium     8.07000     9.00000     5.27300     1.42000     137.00000     10.00000     97.58000     XXXXXXX     55.50000     2.90000     2.50000     3.50000     0.00000     10.10000     1.40000
spring     medium     low     7.79000     9.50000     47.77800     3.77800     125.33300     6.50000     75.20700     0.60000     12.50000     7.40000     9.40000     4.00000     0.00000     12.60000     0.00000
summer     medium     high     7.19000     10.70000     47.22900     5.13200     505.00000     27.25000     138.50000     0.60000     0.00000     1.00000     6.60000     3.90000     5.80000     6.20000     0.00000
summer     small     medium     8.20000     10.60000     41.50000     3.31800     8.00000     31.33300     269.66699     3.00000     3.60000     1.60000     3.90000     0.00000     15.30000     0.00000     5.80000
summer     small     low     7.90000     10.00000     XXXXXXX     0.67300     122.85000     58.22200     104.00000     10.00000     12.30000     12.40000     1.70000     0.00000     5.40000     8.30000     0.00000
I love this class
autumn     small     high     8.40000     10.20000     53.33300     4.45900     380.00000     12.75000     1.00000     0.90000     18.10000     5.60000     0.00000     0.00000     0.00000     0.00000     1.70000
summer     small     medium     7.55000     9.50000     16.00000     4.90800     18.42900     12.00000     14.35400     1.00000     0.00000     0.00000     3.00000     1.40000     7.50000     1.50000     25.60000
spring     medium     low     7.80000     9.60000     64.00000     0.44500     227.60001     3.22200     98.14300     0.80000     43.50000     0.00000     10.80000     0.00000     11.30000     0.00000     9.70000
summer     small     high     8.50000     10.29000     31.00000     8.75900     122.50000     15.60000     XXXXXXX     68.05000     0.00000     0.00000     1.10000     1.00000     0.00000     22.90000     0.00000
summer     small     high     7.90000     8.10000     95.36700     3.23500     160.00000     166.72701     61.60000     2.00000     1.90000     17.10000     2.20000     13.40000     0.00000     0.00000     0.00000
autumn     medium     high     8.50000     9.80000     4.70000     3.07000     14.75000     97.33300     61.50000     2.00000     0.00000     0.00000     1.70000     0.00000     28.80000     0.00000     0.00000
spring     small     high     8.30000     8.00000     88.00000     1.41500     37.77800     18.66700     50.00000     XXXXXXX     10.80000     21.70000     0.00000     0.00000     15.00000     0.00000     0.00000
spring     medium     low     7.14000     9.20000     32.54000     4.53500     103.33300     35.33300     173.75000     0.50000     35.50000     21.50000     3.10000     0.00000     3.90000     64.60000     1.90000
winter     medium     low     7.90000     6.80000     14.32000     0.69900     58.50000     24.00000     244.00000     2.00000     14.70000     0.00000     19.50000     0.00000     1.20000     0.00000     3.90000
winter     medium     high     9.10000     11.60000     69.75000     2.94200     461.87500     564.59998     287.00000     6.80000     1.70000     0.00000     13.60000     2.60000     10.60000     0.00000     1.90000
autumn     large     medium     7.83000     10.70000     10.93600     4.82500     3466.65991     102.00000     586.00000     16.00000     0.00000     36.60000     1.20000     0.00000     6.10000     11.50000     1.00000
spring     large     high     8.30000     9.20000     49.90000     0.73500     178.57001     51.75000     85.00000     0.50000     3.10000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
autumn     small     medium     8.30000     12.50000     29.50000     1.67000     346.66699     125.66700     253.25000     0.30000     23.20000     5.00000     0.00000     5.00000     27.60000     9.90000     0.00000
winter     medium     low     7.40000     10.68000     391.50000     1.71500     20.00000     32.50000     140.22000     1.10000     15.80000     0.00000     4.20000     0.00000     0.00000     0.00000     0.00000
spring     small     medium     7.84000     3.30000     100.83000     5.13000     43.75000     137.60001     171.27200     1.40000     64.20000     8.60000     1.20000     3.50000     0.00000     0.00000     2.70000
winter     small     high     8.21000     8.10000     87.00000     2.55000     10.50000     1.00000     304.00000     28.40000     39.70000     3.80000     8.80000     0.00000     5.90000     0.00000     6.00000
autumn     large     high     7.20000     8.40000     10.50000     0.05000     578.00000     12.00000     61.44400     2.00000     1.90000     0.00000     0.00000     3.70000     0.00000     0.00000     0.00000
winter     medium     high     6.80000     10.40000     11.00000     4.99000     20.00000     37.37500     XXXXXXX     75.00000     3.60000     0.00000     2.00000     5.00000     2.70000     4.50000     0.00000
summer     small     high     8.00000     9.80000     8.69000     3.90800     208.33299     26.00000     121.00000     0.80000     69.90000     1.20000     2.10000     1.00000     2.90000     29.50000     1.60000
spring     small     low     7.80000     10.70000     9.00000     8.54300     49.00000     22.44400     132.54601     0.80000     12.70000     0.00000     8.80000     2.20000     8.60000     42.10000     3.60000
winter     small     high     8.60000     9.30000     8.30000     3.33000     60.00000     12.75000     11.80000     5.62000     4.10000     16.00000     0.00000     0.00000     7.50000     1.80000     2.90000
autumn     medium     high     7.44000     11.80000     26.00000     3.72600     37.50000     61.18200     6.00000     92.66700     39.10000     5.00000     3.30000     0.00000     4.10000     0.00000     2.20000
winter     small     high     7.40000     10.30000     129.37500     3.02000     124.16700     47.50000     102.57100     21.22000     0.00000     4.60000     19.60000     0.00000     0.00000     42.70000     7.80000
