1)
"","season","size","speed","mxPH","mnO2","Cl","NO3","NH4","oPO4","PO4","Chla","a1","a2","a3","a4","a5","a6","a7"
"97","winter","medium","high",9.1,11.7,39,0.308,32.5,104.222,186.5,11.84,0,0,0,0,7.7,0,0
"99","winter","large","high",8.1,5.9,74.667,3.678,346.66699,51.75,49.333,53.1,82.7,8,0,0,10.2,8.5,9.7
"100","winter","small","low",8.3,10.6,7.25,0.73,120,24.667,143.75,0.4,4.4,3.4,0,1.2,28.8,0,0
"101","winter","small","high",7.7,7.8,1.17,6.096,122.5,180.66701,239,4.5,28.1,0,8.8,0,4.8,4.6,2.2
"102","spring","large","medium",8.5,11.8,54.143,2.899,124.364,44,154.125,13.1,3.4,4.1,0,4.6,0,5.1,4.3
"104","summer","medium","high",7.3,8.8,27.233,0.13,62.5,205.636,130.75,2,16.8,8,0,0,1,0,0
"105","autumn","medium","high",7.8,8.5,173.75,5.456,227.60001,16,111.75,30.4,10.8,15.2,2.4,0,1.2,0,3.2
"106","spring","large","low",8.7,10.2,48.429,0.735,246.364,14.667,201.778,4.5,1.9,1.4,22.9,0,0,12.6,1.9
"107","winter","small","high",7.4,10.8,71.444,1.47,103.333,4.25,61.6,3.2,17.3,1.9,0,0,0,17.8,0
"108","autumn","medium","medium",8.43,6.2,129.375,1.726,90,46.667,10.111,4.3,86.6,1.2,0,3.7,6.4,2.6,0
"109","winter","small","high",8.43,6.5,23.25,4.408,10,125.667,252.5,25,3.4,12.7,0,0,22.1,7,0
"110","summer","medium","medium",8.16,13.4,0.8,1.328,758.75,34.636,23,24.556,18.3,6.4,1,0,11.5,0,2.4
"111","spring","small","high",8,8.4,87,1.534,51.111,132.5,219.909,3.6,64.3,14.7,8,0,0,0,0
"112","winter","medium","high",8.58,10.1,44.205,3.444,505,346.16699,6.667,2.8,1.7,15.9,2.5,1,0,0,0
"114","summer","large","low",8.7,1.5,194.75,1.875,178.57001,37.857,16.662,1.1,1.1,0,22,0,2.5,1.5,0
"115","summer","medium","medium",8.3,9.9,4.326,0.77,128.571,37,11,1.3,41,14.5,0,0,0,0,1.5
"116","summer","large","medium",8.4,10.8,53,0.672,271.25,12.75,167.89999,22.5,25.5,0,0,2.2,0,0,1.4
"117","spring","large","medium",8.6,11.62,40.167,1.718,10,143.71001,120.889,13.1,1.5,7,1.2,0,5.8,22.3,4.2
"118","winter","small","high",8.3,6.35,42.636,9.248,76.667,2.5,13.2,3.2,32.5,0,0,0,5.5,18.2,0
"119","winter","medium","high",8,11.1,63.625,4.188,228.75,102.333,221.278,8.1,9.2,2,3,1,0,4.5,0
"120","spring","medium","high",8.2,6.6,11.088,6.225,161.81799,564.59998,351.60001,4.9,7,2.1,1,0,2.7,29.5,0
"122","summer","medium","high",8.5,7.4,95.367,7.83,101.667,166.72701,14,2,2.2,22,10.6,0,9.2,1.6,2.1
"123","winter","small","medium",7.8,10,73.25,6.64,20,49,211.66701,6.429,18.1,5,2.5,3.2,0,1.2,1
"124","summer","large","low",8.3,11.5,22.455,1.72,38.111,13,6,7.6,5.3,28,21.9,0,15.9,12.7,3.2
"125","autumn","small","high",8.5,10.4,49.9,0.102,84.667,104.727,214,75,15.1,0,0,1.4,0,0,0
"127","spring","medium","medium",7.61,11.7,31.091,0.921,429.20001,87.333,7,88.255,0,0,0,0,1.2,8.3,1.6
"128","winter","medium","medium",7.8,10.7,10.4,3.923,58.5,144,284,0.3,18.2,32.8,4.8,3.5,1.2,1.4,3.9
"129","winter","small","high",7.8,10,101.875,0.406,96.667,48.667,177.625,6.8,0,1,0,0,1,5.1,0
"130","winter","medium","high",7.4,11.8,12.182,1.172,627.27301,100,13.6,11.1,4.1,0,1.4,1.9,8.6,3.9,0
"132","spring","medium","medium",8.87,10.5,4.083,2.68,723.66699,70,66.75,5.609,29.7,16.2,9.9,5.3,0,0,0
"133","winter","medium","high",8.3,11.6,1.45,0.663,102.75,57.6,75.904,3,1.2,7.3,5,0,9,9.6,2.9
"134","winter","small","high",7.8,10.77,3,1.203,255,151.33299,18.293,6.8,0,19.6,3.5,0,0,0,2.4
"135","winter","small","high",8.5,11.9,7,0.81,196,41.5,146.452,0.5,8.8,20.6,6.6,0,0,0,0
"136","autumn","medium","high",8.1,10.3,69,4.86,132.25,72,58.623,65.7,10.3,26.5,2,0,1.7,0,0
"137","autumn","medium","medium",8.7,11,39.109,3.351,8777.59961,197.83299,169.00101,1,39.7,0,1.2,4.3,14.9,0,1
"138","winter","small","low",7.6,6.3,2.2,1.374,345.45499,20,52.875,11.6,46.2,0,0,1.3,0,0,5.5
"139","autumn","large","high",8.55,4.5,31,0.673,308.75,9,194.10001,0.6,0,2.1,0,0,7.4,2.7,0
"140","summer","large","high",8.1,9.8,64,0.23,1990.16003,30.75,85.4,3.2,7.2,2.6,0,0,15,1.2,3.9
"141","summer","small","medium",9,6.2,136,4.698,175,104.5,26,6.4,46.6,7.6,1.4,0,0,0,1.9
"142","spring","medium","low",8.3,11.6,13,6.513,34,48,40.667,7.3,52.2,13.7,0,1.9,1.1,6.8,0
"143","autumn","small","medium",8.6,11.3,10.207,0.23,105.556,12.889,14,0.5,9.2,7,1.9,0,0,17.2,0
"144","autumn","small","high",8,6.1,79.077,1.587,3466.65991,66.4,16,28.4,18.1,8.9,0,0,20.8,1.8,2.1
"145","summer","large","high",5.7,10.1,70,4.03,123.333,53,147.83299,3,4.4,6,7,2.6,0,0,31.6
"146","autumn","medium","high",7.29,9.8,64.093,7.74,2167.37012,267.75,232.83299,2.1,10.3,0,1.4,0,9.9,0,7.8
"148","spring","large","high",8.4,4.8,40.226,7.195,1495,16,105.727,2.3,32.8,12.5,6.1,0,0,0,1.7
"149","winter","medium","low",7.9,9.7,5,0.642,54.75,1,6,14.775,12.2,0,14,0,0,13.1,0
"150","autumn","small","medium",8.4,5.4,32.92,1.003,32.727,50.889,188.66701,2,74.2,5.8,21.7,0,0,0,6
"151","summer","small","high",7.6,8.1,131.39999,5.099,236,236.39999,22.9,22.7,0,12,1,0,8,32.9,7.2
"152","winter","medium","medium",7.57,11.3,57.848,2.67,931.83301,27,244,23.8,13,0,1.6,1.2,0,11.1,0
"153","winter","medium","medium",8.4,7.3,130.67,45.65,54.778,39,313.60001,41,2.2,0,0,0,0,77.6,1.9
"154","spring","medium","low",8.4,6,47.229,2.22,217.75,51.111,361,3,24,0,1,0,3.9,0,0
"155","autumn","medium","medium",8.3,7.1,53.333,1.287,18,428.75,255.28,3.1,54,5.4,6.3,1.4,11.3,4.5,1.1
"156","winter","medium","low",7.8,10.8,94,3.235,5.8,48.625,1,50,1.6,9.6,1,1.7,1.2,0,1.6
"157","spring","small","medium",8,11.1,77,0.536,239,1,236,17.491,1.2,4.3,0,5,6.6,0,1
"158","spring","small","high",8.5,10.5,7.838,0.941,60,144.66701,125.8,15.3,2.8,5.2,1.7,2.6,0,6.4,7.1
"159","autumn","large","low",9.1,10.6,19.22,1.535,155,3,388.16699,1.3,1.4,13.2,1.8,4.1,1.4,0,1.4
"160","winter","medium","low",7.8,10.5,82.857,1.921,165,47.5,235.66701,6.5,1.4,9.1,0,7.7,0,0,0
"161","spring","large","high",8.6,9.7,10.975,4.053,43.75,2,186,20.6,0,0,1.5,0,6.7,0,3.4
"163","winter","small","low",7.9,6,21.95,2.163,25,412.33301,91.111,0.2,66.9,0,8.8,0,7.5,0,1.7
"165","summer","small","high",7.72,3.2,16,4.82,3515,3.222,127,0.9,0,1.7,13.5,0,0,0,1.7
"166","summer","large","high",8.5,10.68,32.3,2.55,88.182,173,171.272,26.8,1.1,0,2.5,0,13.3,0,0
"167","spring","large","high",8,9.4,65.333,2.942,137.27299,9,232.89999,27.618,12.3,11.2,0,0,11.5,0,1.9
"168","summer","small","medium",6.4,9.4,27.4,2.586,32.5,16.8,3,40,6.7,4.6,19.5,0,1.2,0,1.7
"170","spring","medium","high",8.06,8.8,22.286,10.416,25.833,10.667,249.25,9.384,15.5,0,0,4.8,3.6,0,0
"171","spring","large","medium",8.24,10.9,5.889,3.561,98.333,27.667,272.22198,2.338,75.8,19.6,1,2,0,0,0
"172","spring","medium","low",8.4,8.1,9,0.461,27.069,10,20.75,24.917,55.5,12,1.2,0,12.4,5.9,1.2
"173","spring","medium","medium",8.2,11.1,104.818,5.132,10,82.222,111.375,31.738,16.8,11.6,2.1,2.2,5.5,0,6.1
"174","winter","small","low",9.7,10.7,6.3,2.512,66.667,220.75,137.778,12.1,46.9,0,5.4,2.7,0,0,0
"175","autumn","medium","medium",8.5,11.7,63.292,5.41,197.909,2,72.9,31,15.1,0,0,2.4,19,0,0
"176","autumn","medium","medium",8.5,1.8,20.625,0.445,208.33299,276.85001,173.75,20.8,23.7,3.8,3.7,3.5,1.2,0,0
"177","summer","medium","low",7.7,10.8,35.75,4.535,146.66701,1.8,71,1.1,19.4,31.9,12.9,1,0,0,6
"178","spring","medium","high",8.1,9.9,2.933,5.694,60.11,120.5,771.59998,28.567,2.8,0,1.1,0,2.1,3.6,30.1
"179","winter","small","high",8.1,9,5.326,3.829,76,32.5,19,5.083,52.4,3.1,9.4,4.6,1.4,0,16.7
"180","autumn","medium","high",8,8.2,58.331,3.2,16.2,234.5,276,27.5,48.3,0,1.2,0,6.5,9.9,0
"181","summer","medium","low",8.22,9.2,7.613,8.543,137,3.8,6.2,0.3,1.4,3.8,1,0,0,5.4,0
"182","summer","medium","low",7.4,10.2,7,9.715,371.11099,77.333,84,3.7,1.4,21.1,1.7,0,8.7,0,0
"183","winter","medium","medium",8.53,5.8,77.364,1.443,98.182,3.333,142,3,35.5,0,19.7,0,0,1,0
"184","autumn","large","high",8.8,9.5,9,0.825,1911,45,56.667,21.9,54.4,2.9,1.5,0,8.6,16.7,0
"185","summer","small","medium",8.1,9.8,26.76,0.699,42,61.25,187.05701,15,0,1.7,0,0,17.8,7.1,1
"186","winter","medium","low",8.15,9.3,28.333,0.758,109,102,89.625,46.075,64.2,16,0,5,0,0,2.4
"188","winter","medium","medium",8.6,8.2,12.536,2.302,40,51.125,254.60001,5.8,1.6,38.5,0,2.2,4.1,6.2,1
"189","autumn","medium","low",7.44,10.53,53.102,3.14,82.1,13,344.60001,9,0,0,10.3,0,0,0,0
"190","summer","medium","low",8.2,7.6,12.778,4.665,17.778,36.909,45,2,12.7,7.5,16,0,1.4,0,0
"192","summer","medium","medium",8.2,4.3,60.8,0.86,125.333,55,292.625,98.817,7.8,0,0,6.8,2.7,17,1.5
"193","winter","medium","high",8.2,9.6,82.111,6.54,153.75,58.875,84.46,32,1.2,4.6,0,0,1.2,1.2,0
"194","spring","medium","high",8,8.3,94.405,3.978,1168,22.2,205.875,54.367,2.4,41,7.8,0,3.1,5.5,6.1
"195","spring","medium","high",7.55,9.8,12.444,1.42,124,19.111,215.5,1.2,18.9,2.9,19.6,0,19.7,0,0
"196","summer","large","medium",8.25,11.1,17.375,5.078,153,27,586,20.578,23.2,12.4,1.7,0,0,0,0
"197","autumn","small","medium",7.5,11.7,151.83299,1.208,110,85.5,58.374,4.667,18,2.1,1.2,3,5.3,16.6,1
"198","summer","small","high",8.2,7.1,85.982,1.651,160,23,86.997,3.5,0,10.4,0,2.1,0,6.7,1.9
"199","autumn","medium","medium",8,9.5,2.75,1.732,24064,61.556,11.818,19.4,3.3,3.9,0,0,2.5,0,2.9
"200","summer","small","medium",7.3,11.8,26,4.87,225,4,115,1.3,2.2,21.6,1.7,2,0,0,5.8
2)
"","x"
"1",55
"2",85
"3",88
"4",113
3)
"","season","size","speed","mxPH","mnO2","Cl","NO3","NH4","oPO4","PO4","Chla","a1","a2","a3","a4","a5","a6","a7"
"1","autumn","medium","medium",8.3,9.4,41.163,6.238,27.286,105,17,0.8,24.8,0,2.9,0,3.5,0,0
"2","winter","small","high",8.7,12,29.2,2.31,215.714,33.8,6.5,3,0,15.7,7.8,0,1.9,9.9,0
"3","winter","small","low",8.1,7.9,12,3.773,96.667,246,46.438,0.6,1.7,53.6,0,2.4,0,0,5.9
"4","autumn","small","medium",8.1,9.9,1.549,1.448,52.2,31.333,27.5,0.3,12.6,0,18.9,1.2,1.7,0,0
"5","spring","small","medium",7.9,9.7,10.5,1.51,233.7,1,97.58,10.5,50.6,0,0,3.4,0,0,10.8
"6","autumn","small","medium",7.19,10,5.83,3.778,643,75,75.207,0.6,2.2,0,0,4,0,0,0
"7","summer","medium","medium",8.15,10.3,127.833,3.726,170.909,26.625,138.5,3,16.6,4.1,3.2,3.9,0,10.1,25.6
"8","summer","large","medium",7.77,10.6,10.936,4.99,8,44.667,138.7,6.9,17.1,0,3.9,1.9,9.2,0,0
"9","summer","small","medium",8.56,7.1,5.273,1.32,46.2,182.42,104,10,43.5,5.4,4.9,6.9,0,17,0
"10","spring","medium","high",7.93,10.2,4.575,1.39,118.571,16,391.75,0.8,1.9,38.8,35.1,6.8,6.4,5.9,0
"11","winter","large","high",8.4,11.3,43,4.459,32,60.833,121,5.5,6.5,0,0,0,2.9,0,0
"12","summer","medium","high",8.2,8.2,16,2.805,18.429,159.5,56.667,1,7.6,12.7,0,7.6,8.1,17.7,0
"13","spring","small","medium",8,9.6,13.5,1.588,10,24,44.136,17.2,50.4,0,10.8,1,2.9,0,2
"14","spring","small","high",7.3,3.4,7,8.759,10,54,122,68.05,0,0,1.6,2.1,1.9,22.9,2.7
"15","winter","small","high",8.27,10.8,51.113,0.846,122.85,28.625,287,2,0,5,2.6,4.6,0,10.3,1.9
"16","autumn","medium","high",7.09,11,4.7,5.414,14.75,97.333,98.25,1.1,20.3,0,11.5,2.9,6.6,0,0
"17","spring","small","medium",8.1,10.7,23.825,2.822,39,7.3,50,5.233,14.6,0,0,1.2,0,6.8,1.2
"18","summer","small","high",7.4,10.4,32.54,5.33,103.333,35.333,82.444,2.7,25.4,1.5,3.1,0,7.7,0,14.4
"19","autumn","small","high",7.35,4.9,29.775,9.08,49,60,269.66699,5.475,81.9,0,0,4.3,0,0,1
"20","winter","large","medium",8.1,10.7,43.09,1.655,245,1,607.16699,22.5,32.1,72.6,1.2,0,0,1.6,1.4
"21","autumn","small","medium",7.83,6.9,10.078,3.9,920,467.5,79.75,6.167,0,0,0,12.7,4,11.5,1.4
"22","spring","medium","high",7.9,9.2,4.545,1.335,101.25,15.6,246.66701,34.75,5.7,0,0,1.4,0,0,0
"23","winter","medium","high",7.9,9.9,29.5,3.245,27.5,12.75,102.333,18.37,66,25.4,11.8,28.8,27.6,0,6.6
"24","summer","small","high",7.2,5.3,53.425,1.715,235,175.66701,87.125,1.7,0,14.6,3.9,0,0,42.7,0
"25","winter","small","medium",7.84,10.6,63.51,3.734,10,19.111,11.5,1.4,2.1,21.7,0,3.5,2.4,0,3.9
"26","spring","medium","high",8.21,9.8,8.3,2.64,22.5,18.667,140.517,3,0,0,13.6,0,0,1.4,0
"27","autumn","small","high",7.14,8.4,11.867,1.527,12.5,41.3,61.444,2,69.9,36.6,1.9,0,0,4.7,0
"28","autumn","small","medium",7.3,10.1,34.037,1.223,10.5,102.364,103.2855,5.2,6.9,21.5,0,11,0,0,2.7
"29","spring","small","low",8,5.5,8.69,3.908,20,36.3,123.333,0.8,11.3,1.7,0,0,0,0,2.5
"30","autumn","small","medium",6.6,11.1,9.055,0.91,244.60001,136.75,279.06601,0.3,1.7,0,14.6,1,0,0,3.6
"31","autumn","medium","medium",7.8,7,53,3.414,60,32,75.333,5.62,3.4,0,1.2,0,7.5,0,0
"32","autumn","medium","high",8.1,8.7,26,4.908,34.333,62.625,108,92.667,39.1,4,0,0,0,32.1,2.2
"33","spring","small","low",7.4,9.5,20.083,3.833,215.556,9.667,218,21.22,3.6,1.9,10.1,2.2,0,0,0
"34","spring","small","medium",8.7,9.4,0.222,8.984,461.875,25.167,253.25,4,13.6,0,0,1.2,2.6,10.6,1.2
"35","winter","large","high",6.6,10.29,39,3.316,10,34.5,170,5.45,0,40.7,0,2.5,3.4,3.3,1.9
"36","winter","medium","low",8.6,5.7,44,0.381,1386.25,187,213,13,3.6,0,0,0,0,20.4,0
"37","autumn","large","medium",8.8,10.9,32.73,1.87,172.5,1.625,19,0.8,31.1,4.1,5.6,0,0,0,0
"38","summer","medium","high",8.7,3.3,30.523,5.13,43.75,12,432.909,5.111,15.8,4.7,2,1.1,0,0,0
"39","winter","small","medium",8,4.4,10.556,3.976,65.556,38.75,2.5,7.3,2,12.7,7.5,4.9,0,31.8,2.4
"40","winter","small","medium",9.5,11.21,47.778,1.288,124.167,238.2,72.696,17.2,2.4,0,7.5,0,44.4,1.9,0
"41","spring","small","high",7.7,10.3,46.167,2.323,37.5,16.833,317,5.555,2.5,5.9,0,0,0,0,0
"42","spring","medium","high",7.91,7.1,208.364,1.572,12.5,10.583,175.04601,13.2,4.2,21.7,2,0,3.2,0,0
"43","spring","large","high",8.3,8.3,50,5.164,53.846,55,124.2,4.3,0,40.9,0,0,0,0,0
"44","spring","small","low",7.6,8.8,11,3.617,51.429,159.16701,183.66701,3.3,51.8,3.1,1,0,0,7.9,0
"45","winter","medium","low",8.3,8.5,69.75,0.05,6400,6.5,57.833,7.9,0,28.2,1.4,1.9,3.1,5.5,5.2
"46","winter","large","low",7.9,12.5,3.86,3.73,31.333,51.111,43.5,3.3,29.5,1.5,2.9,0,0,0,0
"47","spring","medium","medium",8.3,9.8,66.3,0.376,35,16,50.455,14.7,0,1,1,6.2,4.1,52.5,0
"48","spring","medium","high",7.75,11.4,9,1.013,72.6,45.9,56.091,2,8.7,0,24.8,0,0,0,18.6
"49","spring","small","medium",7.6,11.3,15,3.02,1729,20.667,20.812,1.4,42.5,0,9,5.7,1,2.4,0
"50","summer","large","medium",6.5,10.5,17.75,0.886,103,22.444,296,0.8,31.8,7.4,0,0,8,15.8,4.9
"51","spring","medium","medium",8.3,10.7,22.35,2.316,192.5,12.75,15,2.5,4,0,0,0,11.3,0,1.4
"52","spring","small","high",7.5,12.6,30.125,0.9,33.636,5,228.364,20.87,0,8.7,1.2,1.7,5.4,17.1,2.2
