1)
"","season","size","speed","mxPH","mnO2","Cl","NO3","NH4","oPO4","PO4","Chla","a1","a2","a3","a4","a5","a6","a7"
"47","winter","large","high",8,7.1,54.143,6.513,35,16,292.625,0.8,66.9,0,4.1,0,4.1,17.2,0
"48","winter","medium","high",8.6,5.3,32.54,1.374,8777.59961,47.5,56.091,46.075,66,0,0,5,0,0,0
"49","summer","medium","high",7.6,10.5,15,3.02,196,4,61.444,25,18.2,0,2.6,1.2,1.9,0,1.2
"50","summer","large","medium",7.7,11.21,17.75,1.203,118.571,22.444,303.33301,1.1,0,7.4,0,4.8,8,6.9,4.2
"51","winter","medium","high",7.4,8.1,95.367,0.663,120,12.75,6,6.9,0,0,0,0,1.2,77.6,1.4
"53","spring","medium","low",7.7,9.9,79.077,1.47,28.333,27,34,0.5,0,36.6,10.8,4.9,0,0,1.9
"54","autumn","large","medium",7.6,4.4,36.248,0.91,18.333,4,3,0.8,54.4,0,0,0,0,0,3.9
"56","winter","medium","medium",5.6,4.9,4.575,3.14,5,16,624.73297,12.1,0,0,0,0,0,0,3.2
"57","autumn","small","medium",8.6,7.7,2.2,1.32,10,102.364,4,0.5,12.5,4.6,13.5,7.7,3.6,4.6,1.9
"58","summer","large","medium",8.43,9.8,57.848,0.308,22.5,234.5,13.6,23.8,0,0,0,0,0,42.1,0
"59","spring","medium","medium",6.6,6.5,43.97,0.825,345.45499,54,77.434,7.3,0,1.2,8.8,0,1.2,0,0
"61","spring","small","high",8.7,7.1,32.056,0.826,76,264.89999,137.778,41,1.2,0,6.8,0,0,4.5,0
"63","summer","large","medium",8.7,10.6,42.636,5.414,192.5,3.333,111.75,3.5,9.2,3.4,0,0,0,0,0
"64","autumn","medium","high",7.57,10.5,8,3.235,1911,2,232.83299,22.5,1.9,4.3,2.1,2.2,0,0,0
"66","autumn","small","high",7.44,11.7,4.545,0.672,43.75,12.889,87.125,5.111,75.8,1,1.7,0,2.1,0,1.4
"67","spring","small","low",8.2,5.4,4.083,4.535,112.857,1.25,84,72.478,2.9,2.1,42.8,0,22.5,0,0
"68","winter","small","medium",7,9.2,21.95,0.921,51.429,175.66701,252.5,98.817,64.2,72.6,2,3,0,5.1,0
"69","summer","large","high",8.2,11.2,82.852,8.984,12.5,220.75,344.60001,2.338,3.8,0,1.5,4.6,0,0,2.2
"72","autumn","medium","low",8.3,10.5,173.75,0.9,8,23,186,31.738,89.8,0,0,4.6,2.5,0,1.4
"74","winter","large","high",6.6,6.2,23.825,3.617,15,16.8,138.5,20.87,25.5,12.7,0,4.4,9.5,0,0
"75","winter","medium","high",8.5,10.4,129.375,3.444,33.636,100,391.75,3,52.2,2.1,0,13.4,5.7,49.4,1
"76","autumn","medium","high",8.7,11.3,35.75,9.773,13.5,59.429,6.667,18.37,16.8,0,2.5,1.2,0,10.3,0
"77","autumn","medium","high",9.06,9,12.182,0.996,224.286,18.25,11,11.7,64.9,4.3,0,1,11.5,0,0
"78","autumn","large","medium",8.4,9.7,16,2.302,109,77.333,14,2.7,46.2,0,23.2,0,11.7,0,2.1
"79","spring","medium","medium",7.75,9.7,151.83299,0.658,130,44,11.8,2.9,3.3,1.9,21.7,11.3,5.5,6.7,4.1
"80","winter","small","low",7.5,10.7,22.32,0.461,430,39,304,2.8,0,1.6,10.1,3.4,4.9,0,0
"83","winter","small","medium",7.9,4.5,37.6,1.519,271.25,7.667,232.89999,2.5,10.8,21.5,21.9,1,3.5,5.4,3.3
"84","summer","medium","high",5.7,8.4,44.205,1.051,10,27.5,326.85699,3.2,16.6,4.1,0,28.8,5.2,6.2,1
"85","spring","medium","high",6.6,10.8,22.35,6.045,737.5,10.667,275.14301,22.5,43.7,0,0,0,1.9,52.5,25.6
"86","winter","medium","high",8.2,8.5,53,0.846,72.6,37,253.25,0.8,23.7,0,0,0,1.4,4.7,2.4
"87","spring","large","medium",7.6,6,6.167,6.64,175,173,169.00101,18.33,0,0,1,2.2,9.4,13.2,0
"88","winter","medium","medium",7.8,6.9,70,1.51,124.364,30.75,84.46,4.3,1.2,0,2.6,1.2,0,0,2.1
"89","winter","small","medium",7.6,8.3,53.102,1.335,38.111,85.5,254.60001,8.1,64.3,17.1,2.9,0,0,9.9,1
"90","spring","medium","medium",7.79,9.6,69,4.86,10,6,60,3.1,2.2,0,0,0,6.6,0,6.8
"91","autumn","small","medium",8.3,12.1,10.936,2.818,6400,25.167,52.875,0.3,12.3,0,0,0,0,12.4,0
"92","winter","medium","medium",7.6,4.5,11,5.099,102.5,346.16699,102.333,2,7.2,3.9,1.6,1.2,20.8,0,0
"93","winter","small","high",8,10.77,8,3.14,27.069,104.727,285.71399,21.9,15.1,0,1.6,1.7,0,0,31.2
"95","spring","medium","high",8.07,10.9,61.05,4.94,205.66701,159.5,244,8.155,25.4,0,0,0,0,20.4,0
"96","winter","small","high",8.7,8.6,11.818,3.978,10,35.333,141.83299,20.829,5.7,0,0,0,2.9,0,0
"97","winter","large","high",9.7,11.7,22.455,1.651,98.333,7.4,186.5,81.54,0,0,0,0,0,0,18.6
"98","winter","medium","low",7.6,9,57.75,2.323,83.75,9.667,200.231,16,1.2,16.2,11.8,3.4,1.4,0,0
"100","winter","small","medium",9.1,4.8,85.982,8.688,52.2,7.3,54.916,0.4,4.4,40.7,1,1.2,17.8,0,0
"101","winter","small","medium",8.43,11.3,63.625,1.535,122.5,23,239,5.2,28.1,0,7.3,0,14.9,1.2,1.6
"102","summer","large","medium",7.3,13.4,38.125,0.923,31.333,37.375,154.125,5.233,7,1,0,0,2.6,0,0
"103","summer","medium","high",7.5,8.7,65.333,2.899,160,1.8,11,0.5,39.7,0,2,0,3.1,0,2.1
"105","summer","medium","high",8.5,10.8,27.4,3.85,227.60001,102.333,246.66701,5.2,3.1,0,0,0,1.2,3.6,0
"106","spring","medium","low",8.6,7.3,48.429,8.759,429.20001,109,211.66701,0.8,1.9,7,5.5,0,5.5,0,1.9
"107","spring","medium","medium",7.9,8.1,29.5,0.735,578,46.667,111.375,4.3,8.8,5.2,0,3.5,0,0,2.7
"108","autumn","medium","high",7.8,11.1,0.8,2.8,96.667,246,120.889,19.4,1.1,0,3.3,3.5,4,0,7.8
"109","summer","small","low",7.7,6.5,23.25,2.31,54.778,60.833,140.517,1.4,46.6,2.6,0,0,0,5.9,0
"110","autumn","medium","high",8.15,6.2,41.5,1.67,3515,53.625,88.5,93.683,24.8,0,11.5,1.4,7.5,0,0
"111","winter","medium","medium",8.1,9.8,7.613,1.534,102.75,62.625,17.333,1,0,1.5,8,4,6.5,0,0
"114","summer","medium","high",7.9,8.8,47.229,1.875,60,38.625,235.66701,3.6,0,11.2,22,1.2,8.2,17.7,3.2
"115","summer","small","high",8.5,10.1,40.02,3.9,65.455,2.5,46.438,27.5,86.6,0,0,0,4.1,3.3,6.1
"116","spring","large","high",7.8,9.9,12,1.527,206.53799,1,127.222,68.05,2.5,0,3.7,0,0,0,5.5
"118","winter","small","high",8.5,11.6,74.667,3.923,40,3.545,13.2,28.4,46.8,19.6,2.1,0,1.2,2.2,0
"120","autumn","medium","low",8.22,6.6,19.22,0.23,92,44.667,167.89999,3,1.6,8,0,0,8.1,0,0
"121","winter","large","high",8,10.2,125.6,5.41,123.333,3.8,47,110.456,1.4,0,0,0,0,15.8,1.4
"122","spring","small","medium",7.9,6.1,187.183,0.673,12.727,166.72701,7.2,31,1.4,20.1,10.6,0,0,1.6,0
"123","spring","small","medium",7.8,8.3,11.867,3.73,66.667,55,22.9,24.556,0,0,1.4,0,6.6,1,0
"124","summer","medium","low",8.2,4.3,7.838,4.071,4073.33008,51.111,85.4,3.3,3.3,0,0,0,0,16.6,0
"125","winter","small","medium",7.8,8.4,32.92,2.978,60.11,1,14,18.3,31.8,38.5,4.1,0,8.9,0,0
"126","winter","small","high",8.1,10.7,81.333,4.17,486.5,71,19,3.8,3.4,9.6,1.2,0,0,33.2,0
"127","spring","medium","medium",8.3,11.7,31.091,4.459,18,87.333,104,28.567,0,2.9,0,0,0,0,7
"128","summer","small","medium",7.35,3.6,10.4,3.734,120,26.625,6,0.3,0,3.8,4.8,3.9,0,10.1,0
"129","summer","small","high",8.3,10,101.875,4.188,96.667,1.333,177.625,5.62,41,4.6,19.5,0,1,1.4,0
"130","winter","medium","high",8.3,9.8,20.625,1.474,235,34.636,56.667,2.1,4.2,12.7,1,3.2,0,0,31.6
"131","winter","large","low",7.4,7.7,26,3.2,124.167,48.667,40,88.255,4.1,0,4.9,0,3.9,0,2.2
"132","spring","medium","high",8.5,8.9,11.088,4.825,246.364,221.89999,66.75,3,51.8,1,0,1.3,0,1.9,0
"133","spring","large","medium",9.1,9.8,1.45,8.543,37.5,2,221.278,13.2,11.3,7.3,14,0,9,0,2.4
"135","summer","medium","high",8.05,10.8,26,0.81,24064,182.42,265.25,5.083,54,5.8,2.1,2.4,4.8,3.9,0
"136","summer","small","high",8.27,12.1,39,2.102,1495,58.875,58.623,7.3,10.3,26.5,2,0,1.7,0,1.5
"137","summer","medium","high",7.4,11,77,1.212,380,197.83299,6,6.209,7.8,0,1.2,3.7,0,7.5,0
"138","autumn","medium","medium",7.925,9.6,136,2.942,124,15.6,115,15.6,18.1,14.5,0,1.9,44.4,0,0
"139","winter","small","medium",8.3,10,31,0.376,308.75,8.6,18,3.9,16.5,3.9,20.2,0,0,2.7,1.4
"140","winter","medium","high",8.5,11.6,7,1.718,1990.16003,51.75,11.5,11.6,2.1,12.5,0,2.3,15,15.7,0
"141","summer","small","medium",8.1,9.4,10.975,0.267,914,261.60001,771.59998,6.4,3.6,7.6,1.4,0,2.4,42.4,0
"143","autumn","small","high",7.9,7.6,10.207,0.23,643,36.909,61.6,0.3,42.5,0,0,4.6,7.3,12.6,0
"144","spring","small","high",8.1,5.9,55.35,1.921,627.27301,70,284,0.2,18.1,0,1.2,6.2,19,1.8,0
"145","winter","medium","high",8.47,6.3,48.667,4.03,196.66701,19.727,46.6,3,4.4,8.7,0,0,0,0,0
"146","autumn","large","high",8.21,11.8,60.8,7.74,20,64.389,10.75,2.1,50.4,4.1,3,1.9,0,0,0
"147","winter","medium","high",7.3,9.5,35.66,1.328,81,55,21.3,15.3,33.9,21.7,2.7,0,9.2,0,0
"148","spring","medium","high",8.4,9.9,40.226,3.829,103.333,1.625,105.727,54.367,32.8,2.9,3,0,1,0,0
"149","autumn","large","medium",7.7,13.1,45.273,7.83,244.60001,48,2.5,2.3,12.2,28,0,0,3.4,1.2,0
"150","spring","large","low",7.8,10.6,1.549,2.586,91.833,22.2,269.66699,1,14.4,16.4,0,0,0,9.9,0
"151","summer","medium","high",8,4.9,65.75,2.273,84.667,209.85699,18.293,32,1.4,12.4,4,0,8,32.9,7.2
"153","winter","small","low",7.77,10.2,56.717,4.053,110,20,69.93,27.618,19,0,0,2.2,0,0,0
"154","spring","large","high",7.5,6,127.833,0.941,128.571,4,228.364,1.2,0,0,3.7,1.4,3.9,0,0
"155","spring","medium","high",8.4,10.53,100.83,0.642,39,12,255.28,1.5,7.6,1.7,3.9,0,34.3,2,0
"156","spring","medium","low",8,11.7,94,2.304,1131.66003,3,1,13.1,43.5,9.7,1.7,1.7,0,7.1,0
"157","spring","small","high",7.9,7.9,208.364,0.699,34.333,1,214,1.1,29.7,1.4,1,5,0,0,0
"158","spring","medium","high",7.9,1.8,38.902,3.414,89.6,54.1,39,12.32,3.4,0,10.3,2.6,5,11.5,15.1
"159","autumn","large","low",8,12.5,43.09,5.33,82.1,20.667,97.58,1.3,1.4,10.5,0,0,2.5,13.1,0
"160","winter","medium","high",8.3,8.8,88,1.87,62.5,72,194.10001,6.5,1.4,0,0,0,0,0,1.2
"161","summer","large","low",8.5,10.29,391.5,7.16,43.75,105,91.111,1.7,1.7,0,1.5,4.6,6.7,0,3.9
"162","summer","medium","high",7.8,5.7,9,0.102,10,27,76.333,2,4.1,13.2,24.8,11.5,0,18.2,12.5
"163","summer","small","low",7.93,1.5,12.146,3.318,215.714,7.75,43.5,5.555,2.4,0,3.3,0,13.3,0,1.7
"164","summer","small","medium",7.9,12.9,3.86,0.33,32.5,84.3,132.54601,9.882,2.8,0,6.1,0,8.6,0,1.6
"165","summer","medium","medium",7.3,3.2,16,4.82,101.667,33.8,127,0.9,13.6,5.4,0,0,17.9,0,2.2
"167","spring","medium","medium",7.5,11.1,10.078,0.13,137.27299,1,236,3.6,81.9,41,0,1.9,0,0,2.9
"170","spring","small","low",7.8,10.1,15.541,3.31,1168,4.25,19,9.384,0,0,0,0,18.7,0,0
"171","summer","large","medium",8.24,10.8,59.067,3.561,255,27.667,89.625,20.578,1.9,0,0,2,7.4,8.3,0
"172","spring","small","medium",8.16,8.9,5.889,6.225,236,26.6,262.72699,6.8,0,12,22.9,0,0,32.1,3.4
"174","spring","large","high",8,10.68,71.444,2.512,20,39,85,5.5,39.7,3.8,0,2.7,0,0,1.9
"175","summer","medium","high",8.4,6,34.037,45.65,131.66701,53,57.833,6.167,17,1.2,9.9,1,1.2,15.8,0
"176","summer","medium","medium",8.5,6.35,9.055,5.164,172.5,236.39999,173.75,20.8,32.5,4.6,7.8,0,0,0,1.9
"177","autumn","medium","low",8.35,9.8,9,3.678,146.66701,16,71,1.1,19.4,31.9,12.9,0,0,0,0
"178","autumn","medium","medium",8.1,11.1,2.933,1.013,12.5,267.75,16,22.9,3.7,15.9,3.1,3.7,34.2,0,1.2
"179","summer","medium","high",8.3,9.4,40.167,7.195,53.846,61.556,108,4,52.4,8,1,2.1,0,2.6,16.7
"180","autumn","small","high",9,10.5,58.331,5.132,16.2,12.75,296,11.1,18.9,1.7,0,1.4,0,0,0
"181","summer","medium","medium",8,9.8,94.405,2.603,137,48.625,6.2,4.3,56.8,0,0,0,0,0,0
"182","summer","large","low",7.4,8.8,7.25,9.715,1729,38.75,7.654,6.8,82.7,5,9,0,11.3,0,3.2
"183","spring","large","medium",7.29,12.6,49.9,3.833,32,49,40.667,2.86,17.3,0,7.5,0,28.8,0,0
"184","winter","small","high",8.25,9.5,43,0.73,76.667,45,58.374,14.775,1.5,1.9,0,4.3,2.9,0,0
"185","summer","medium","medium",8.1,11.1,27.233,2.954,101,82.222,175.04601,2,0,1.7,3.4,0,5.6,0,22.1
"186","winter","large","medium",8.6,11.9,53,3.726,133.636,181,86.997,3,0,0,2.4,11,1.4,7,2.3
"187","winter","small","medium",8.9,9.9,9,3.976,758.75,21.083,123.333,17.491,24.8,12,4.2,0,9.9,5.5,1.7
"188","summer","large","medium",8.6,8.2,53.425,2.805,65.556,104.5,586,8.957,0,0,0,7.8,9.2,1.2,1.4
"189","spring","small","medium",8.55,12.5,39.109,4.408,42,75,272.22198,3,2.5,0,19.6,0,4,0,0
"190","summer","large","medium",7.61,3.2,77.364,1.223,134,51.111,101.455,15,0,0,14.6,5.3,0,9.6,0
"192","winter","small","high",8.53,10.3,5.273,0.86,125.333,36.3,50.455,21,37.3,32.8,1,0,5.5,16.7,0
"193","spring","small","medium",8.15,9.2,29.2,2.163,153.75,27.25,351.60001,3.3,2.2,20.6,1.4,0,0,5.5,2.7
"194","winter","medium","high",7.55,11.1,3.136,3.908,239,187,152.33299,0.6,0,14.7,0,0,0,1.5,0
"195","winter","medium","medium",8.1,11.3,12.778,0.735,132.25,12.75,361,0.6,55.5,2.1,0,2.2,6.1,6.8,5.2
"196","spring","medium","medium",6.4,11.1,17.375,2.22,58.5,111.25,122,2,20.3,14.6,0,0,0,2.4,2.9
"197","winter","large","low",8.4,10.6,14.32,3.685,54.75,19.111,147.83299,4.667,18,5.6,1.7,2.4,0,0,1
"198","summer","small","medium",7.9,10.8,10.556,2.68,647.57001,151.125,140.22,17.2,2.4,13.2,0,2.1,0,0,2.4
"199","autumn","small","medium",7.6,6,22.286,1.732,49,238.2,20.75,4.9,3.3,0,5,1,1.1,1.4,0
"200","autumn","large","low",7.8,11.8,82.857,1.726,176.66701,64,15,5.8,0,3.1,1.8,0,4.8,0,2.5
2)
"","x"
"1",62
3)
"","season","size","speed","mxPH","mnO2","Cl","NO3","NH4","oPO4","PO4","Chla","a1","a2","a3","a4","a5","a6","a7"
"1","winter","medium","medium",7.74,6.2,41.163,6.238,25,102,79.75,4.5,1.9,0,10.2,2.9,2.2,8.3,2
"2","summer","small","medium",9.1,11,7.333,1.288,10,104.222,215.5,1.3,15.1,15.7,0,2.6,0,0,4.9
"3","autumn","small","medium",7.09,11.4,6.3,0.445,346.66699,120.5,56.667,5.475,2.4,53.6,0,0,1.2,0,9.7
"4","spring","small","low",7.78,7.6,4.7,2.316,14.75,36,61.5,50.225,9.2,5.5,18.9,2.4,1.7,8.2,2.9
"5","autumn","small","medium",8,9,64.093,1.42,233.7,58.222,201.778,5.544,0,0,0,0,0,4.1,0
"6","autumn","small","high",7.19,12,28.333,3.778,161.81799,13,75.207,3.2,16.8,25.4,9.4,4,8.6,4.5,6.6
"7","summer","medium","medium",8.56,10.3,3.275,2.231,25.833,32,249.25,3.2,39.1,1,3.2,3.5,5.8,1.4,30.1
"8","autumn","small","medium",7.4,10.6,139.989,9.08,46.2,10.8,6,7.9,0,0,3.9,1,10.2,0,1.1
"9","autumn","small","medium",8.06,10.7,32.73,0.701,1081.66003,20,20.812,10,1.7,5.4,1.7,0,20.8,10.6,0
"10","autumn","medium","medium",8.1,8.2,130.67,1.39,178.57001,8.692,23,14.7,17,11.3,1,0,8.6,17,3.9
"11","winter","small","high",7.62,10.2,53.333,0.406,56.364,19.111,279.06601,0.8,15.5,21.6,0,12.7,0,0,0
"12","summer","medium","medium",8.3,7.1,87,1.003,371.11099,137.60001,14.354,53.1,32.1,21.7,4.7,0,0,1.5,0
"13","winter","medium","high",8.06,9.6,64,4.665,49.5,24,213,1.3,3.4,4.7,1.2,0,11.5,0,10.2
"14","summer","small","high",7.72,3.4,8.3,4.99,10,144,17,0.5,74.2,6.4,0,1.7,1.9,31.8,2.7
"15","autumn","small","high",8.66,11.7,54.19,1.448,46.5,13,188.66701,2,2.2,21.5,0,5,6.4,0,3.6
"16","autumn","small","medium",8.06,10.2,12.444,2.67,98.182,144.66701,98.25,1.1,24.3,5.6,0,0,0,1.6,0
"17","spring","medium","medium",8.4,8,32.4,0.381,101.25,18.667,50,5.475,4.1,3.1,1.7,0,0,6.8,1.7
"18","summer","medium","high",8.87,11.5,7,1.443,28,180.66701,138.7,5.609,0,5,0,1.9,7.7,12.7,0
"19","autumn","small","low",7.45,6.8,29.775,5.078,3466.65991,10,27.5,7.6,50.6,0,5.6,4.3,0,0,6
"20","winter","medium","medium",8.5,10.7,5,2.822,197.909,564.59998,287,0.8,35.5,8.9,13.6,0,10.6,0,1.4
"21","spring","medium","high",7.83,10.7,3.5,1.32,931.83301,467.5,82.444,1,0,0,0,0,16.2,0,0
"22","spring","small","medium",8.3,9.8,47.778,5.97,103.1665,75.875,558.75,0.5,6.9,38.8,0,0,11.3,17.8,1.4
"23","autumn","small","medium",8.3,10.3,73.25,3.245,18.429,125.667,171.272,2,23.2,3.4,7,2.5,0,6.4,0
"24","spring","small","low",7.2,5.3,63.292,1.715,723.66699,41.5,75.904,20.6,0,1.4,0,3.7,0,0,1
"25","winter","small","medium",7.84,3.3,63.51,0.866,11.111,60,143.75,21.22,13,8.6,1.2,0,0,0,0
"26","spring","large","high",8.1,5.8,32.3,1.287,103.333,9,98.143,3,0,0,8.8,0,12.4,22.9,1
"27","winter","large","low",8.7,10.8,32.73,0.886,170.909,97.333,222.286,4.5,31.1,7.5,1.2,0,0,0,0
"28","winter","medium","high",7.8,10.1,13.5,0.63,2167.37012,9,103.2855,75,30.3,0,35.1,2,2.7,0,0
"29","summer","small","medium",8,6.7,8.69,1.572,153,3.222,121,6.429,1.6,0,2.3,0,11.2,0,1.6
"30","spring","medium","low",7.7,10.4,39,5.456,208.33299,12,183.66701,9,0,0,1,4.1,0,0,0
"31","autumn","medium","medium",6.8,9.3,50,3.33,165,28.625,607.16699,0.8,2.8,16,16,6.8,7.5,0,0
"32","winter","medium","high",8.5,11.8,7,6.2,40,132.5,197.14301,26.8,3.6,0,1.9,0,22.1,11.1,2.2
"33","winter","small","high",7.4,9.5,20.083,3.02,217.75,282.16699,102.571,1.4,1.2,0,2.4,0,5.9,42.7,1.2
"34","spring","large","medium",8.7,11.3,49.625,1.172,461.875,50.889,35.2,30.4,0,9.1,0,6.8,0,0,0
"35","winter","small","high",7.83,10.7,12.536,3.316,103,6.5,26,3.7,24,19.6,3.3,0,20,17,10.8
"36","summer","small","medium",8.7,8.4,44,1.415,27.5,412.33301,218,13,18.3,0,0,0,19.7,0,1
"37","winter","large","high",8.8,10.9,1.17,1.587,142,41.3,146.452,0.6,17.1,16,1.1,1,0,0,4.3
"38","winter","medium","low",8,8.2,194.75,10.416,15,2.5,205.875,0.8,12.6,1.9,2,1.1,2.7,0,0
"39","winter","medium","medium",8.84,11,66.3,1.208,27.286,196.62,116.2,13.1,2,12.7,0,1.8,0,0,0
"40","winter","large","high",8.4,10.5,41.25,3.351,228.75,10.583,320.39999,17.2,14.7,2.7,7.5,0,2.7,0,0
"41","spring","small","medium",9,6.3,57.75,0.536,51.111,16.833,11.818,5.45,12.3,5.9,5,0,0,2.6,0
"42","spring","medium","high",7.91,11.7,51.113,4.87,245,3,187.05701,2.5,2.2,0,0,0,3.2,0,6.1
"43","winter","small","high",8.3,10.7,50,2.64,2082.8501,2,124.2,0.5,12.7,40.9,19.7,0,0,0,0
"44","spring","large","medium",8.1,9.4,0.222,0.77,10,276.85001,313.60001,11.84,0,10.4,1.2,0,8.7,7.9,1.4
"45","summer","small","high",8.4,8.5,69.75,4.555,10.5,34.5,7,4.5,6.7,28.2,25.3,6.9,3.1,0,0
"46","winter","small","high",8.3,7.8,47,6.096,32.727,78.333,130.75,2.15,1.5,1.5,0,5.7,2.4,64.6,0
"47","winter","large","high",8,7.1,54.143,6.513,35,16,292.625,0.8,66.9,0,4.1,0,4.1,17.2,0
"48","winter","medium","high",8.6,5.3,32.54,1.374,8777.59961,47.5,56.091,46.075,66,0,0,5,0,0,0
"49","summer","medium","high",7.6,10.5,15,3.02,196,4,61.444,25,18.2,0,2.6,1.2,1.9,0,1.2
"50","summer","large","medium",7.7,11.21,17.75,1.203,118.571,22.444,303.33301,1.1,0,7.4,0,4.8,8,6.9,4.2
"51","winter","medium","high",7.4,8.1,95.367,0.663,120,12.75,6,6.9,0,0,0,0,1.2,77.6,1.4
"52","spring","medium","high",8.2,11.8,30.125,5.099,103.1665,45.9,45,50,5.3,0,6.3,2.2,5.4,17.1,0
"53","spring","medium","low",7.7,9.9,79.077,1.47,28.333,27,34,0.5,0,36.6,10.8,4.9,0,0,1.9
"54","autumn","large","medium",7.6,4.4,36.248,0.91,18.333,4,3,0.8,54.4,0,0,0,0,0,3.9
"55","winter","large","high",8.4,9.2,46.167,0.05,155,24.667,44.136,5.475,10.3,6,25.9,0,27.6,29.5,0
