1)
  season   size  speed mxPH mnO2    Cl  NO3   NH4  oPO4   PO4 Chla   a1   a2   a3  a4   a5   a6  a7
1 winter  small medium 8.00  9.4 41.16 6.24  31.3 187.0  13.6 50.0  0.0  5.4  0.0 1.0 34.2  0.0 1.4
2 spring  large    low 7.50 10.9 29.20 5.97  49.0  33.8 558.8  7.3  2.2  0.0  4.1 2.4  4.1  0.0 0.0
3 autumn  large    low 8.25 11.4 40.02 5.33 346.7  46.7 388.2 81.5  1.4 53.6  2.1 3.5  0.0 42.7 0.0
4 spring  small medium 7.79 11.1 11.09 1.72  13.5   5.0 138.7  0.3 10.3  0.0 18.9 1.9  5.7  0.0 2.9
5 autumn  small    low 7.90  9.0  5.83 1.42 233.7  58.2  43.5 13.2 14.6  5.6 12.9 0.0  0.0  0.0 1.2
6 spring medium    low 7.19  1.5 44.00 3.78  92.4   3.0  13.2 28.4 15.8  7.6  2.4 1.2  0.0 22.9 3.9
2)
,season,size,speed,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,a2,a4,a6,a7
81,autumn,medium,medium,7.8,10.5,88,NA,215.714,44.667,284,5.544,0,4.6,6.8,1.5
82,spring,large,high,7.3,5.4,28.333,4.93,96.667,1,56.091,1.1,3.4,0,0,0
83,autumn,medium,high,7.4,10.8,10.4,0.267,12.727,7.667,111.375,4.9,0,1,6.4,10.2
84,summer,medium,medium,5.7,9.9,14.32,1.051,49.5,27.5,6,72.478,2.9,4.3,0,7
85,summer,medium,medium,7.9,4.4,12.536,1.32,647.57001,55,187.05701,3.3,28,1.4,0,1.6
86,spring,small,medium,7.6,4.9,53,0.846,81,181,35.2,0.8,15.7,0,4.5,2.3
87,winter,large,high,6.5,11.7,127.833,0.308,38.111,27,26,3.2,0,2.2,9.9,1.9
88,winter,large,medium,8.5,13.4,22.32,0.921,112.857,209.85699,244,92.667,12.7,0,0,2.4
89,summer,small,medium,7.6,11.7,71.444,3.833,172.5,37,391.75,8.1,0,0,9.9,2.2
90,winter,small,high,8.2,11.3,130.67,3.85,271.25,6,177.625,5.8,13.2,0,7.5,6.8
91,autumn,medium,medium,8.2,12.1,20.083,3.318,125.333,267.75,77.434,4.3,0,0,12.4,0
92,winter,small,high,7.6,7.9,50,2.302,2082.8501,59.429,265.25,14.775,3.9,5.3,0,0
93,spring,small,high,7.9,10.77,8,3.765,914,144.66701,23.485,NA,8.6,1.7,10.6,0
94,winter,medium,low,8.87,7.6,85.982,2.443,1168,23,75.333,23.8,0,0,17,25.6
95,spring,medium,high,7.8,NA,NA,4.94,205.66701,6.5,218,3.8,0,0,20.4,0
96,winter,medium,medium,8.43,10.5,46.167,1.572,175,23,116.2,20.829,19.6,4.4,8.3,0
97,spring,medium,medium,8.5,10.68,57.75,1.519,244.60001,16,186.5,13.1,2.1,0,0,6.1
98,winter,medium,low,8.9,5.9,57.75,2.323,10,75.875,246.66701,30.4,16.2,3.4,0,0
99,summer,small,high,7.74,9.5,94,7.195,37.778,10,272.22198,2,0,0,0,2.7
100,spring,small,medium,9.1,9.9,19.22,0.73,90,38.75,105.727,NA,0,2.2,0,2.4
101,winter,large,medium,7.7,7.1,1.549,4.408,122.5,111.25,239,5.233,0,2.2,15.8,1.7
102,winter,small,medium,7.8,11.7,38.125,0.758,308.75,22.444,771.59998,2,1.2,4.6,2.6,4.3
103,summer,small,high,8.1,8.7,65.333,2.899,371.11099,84.3,269.66699,0.8,4.3,0,0,0
104,spring,large,medium,8,3.6,36.248,3.678,1386.25,3.8,170,28.567,0,0,0,30.1
105,summer,medium,medium,8.5,10.1,194.75,0.77,227.60001,182.42,200.231,21.9,0,0,3.6,3.2
106,summer,small,high,8.7,10.5,48.429,9.773,4073.33008,197.83299,201.778,12.32,16,0,5.4,0
107,spring,small,high,8.1,9.8,73.25,3.978,25,10.667,122,65.7,5.8,0,0,14.4
108,winter,medium,high,8.5,8.8,8.3,1.726,34.333,85.5,344.60001,50.225,2.9,3.2,2.6,12.5
109,winter,medium,high,8.43,10.8,8.69,1.655,723.66699,3.222,22.9,25,0,12.7,0,0
110,winter,medium,medium,8.16,7,0.8,6.045,128.571,9.667,127.222,6.8,38.8,0,0,0
111,spring,medium,low,7.93,11.6,45.273,1.534,192.5,564.59998,56.667,2,15.9,0,64.6,1
112,summer,large,high,8.3,8.8,22.455,4.87,51.429,53,169.00101,0.5,0,0,7.9,0
113,winter,medium,medium,8.1,11.3,51.113,NA,643,7.4,16.662,26.8,0,0,5.5,16.7
114,winter,medium,medium,8.05,10,23.25,2.954,118.571,NA,326.85699,1.1,1.7,0,0,3.4
115,autumn,medium,medium,7.9,10.5,57.848,3.9,89.6,282.16699,11,6.8,0,0,0,0
116,spring,small,high,6.6,10.8,7.333,8.984,102.5,12.889,17,2,0,2.4,0,0
117,spring,medium,high,NA,8.2,40.167,1.003,76,143.71001,101.455,21,0,2.6,22.3,2
118,autumn,small,medium,8.3,8.1,74.667,9.715,421.66699,3.545,NA,24.556,0,1.2,8.5,0
119,winter,medium,low,8.3,9.8,17.75,3.02,5,102.333,432.909,24.917,13.7,0,0,0
120,spring,small,high,8.58,6.6,64.093,6.225,92,1,121,5.555,72.6,7.6,0,0
121,autumn,small,high,8.6,6,55.35,1.51,123.333,28.625,154.125,0.5,18.4,0,1.2,1.9
122,summer,medium,low,8.3,7.1,42.636,1.208,56.364,166.72701,56.667,31,8.9,0,1.6,5.2
123,spring,small,medium,7.8,8.3,38.902,2.978,20,102.364,222.286,5.111,0,2.5,1,1.9
124,summer,small,low,7.4,10.7,49.9,1.212,12.5,36.909,120.889,0.8,0,0,12.7,0
125,winter,small,high,8.3,8.3,20.625,0.23,132.25,4,19,1.4,7,0,7,0
126,summer,small,medium,8.1,10.7,81.333,2.603,486.5,105,6.667,0.5,9.6,1.9,0,0
127,summer,small,medium,8,12.6,27.4,2.316,246.364,87.333,46.6,13,0,5,3.9,6.1
128,spring,medium,medium,7.9,6.9,10.207,9.248,10,32,6,0.3,4.6,0,13.1,6.6
129,summer,small,high,8.1,10,77,0.381,27.069,25.167,303.33301,0.5,3.8,4.1,0,1
130,winter,medium,high,7.4,11.8,3.136,1.335,25.833,261.60001,138.5,3.6,22,1.9,2.2,1.4
131,autumn,small,high,7.75,7.7,54.143,0.735,NA,48.667,116.2,3,0,0,1.2,18.6
132,summer,small,medium,9,10.5,63.625,0.23,28.333,77.333,304,8.957,41,0,0,0
133,summer,large,high,7.8,11.1,41.5,1.67,37.5,4,47,0.6,7.3,0,9.6,2.4
134,winter,small,medium,7.61,10,32.92,5.694,54.75,151.33299,292.625,0.3,15.2,5,11.5,5.5
135,spring,small,high,7.9,11.9,2.2,0.81,176.66701,346.16699,52.875,2.5,20.6,1.2,7.1,0
136,autumn,medium,medium,9.5,11,16,1.87,15,58.875,58.623,98.817,26.5,0,0,1.2
137,spring,small,medium,7.77,8.5,35.66,2.163,8777.59961,104.727,194.10001,16,0,7.8,0,0
138,winter,medium,high,8.3,4.5,11,0.826,124,32.5,233.5,3,0,0,0,2.1
139,spring,medium,low,7.55,11.8,31,0.673,155,24.667,98.143,3,0,1,0,0
140,autumn,small,high,7.3,11.7,10.556,0.9,22.5,16,167.89999,2.8,5,0,0,0
141,summer,large,high,7.3,9.8,5.273,4.698,196.66701,9,10.75,0.3,0,0,4.7,0
142,summer,medium,medium,7.4,9.5,5.889,6.513,627.27301,3,86.997,15.3,1.2,0,32.9,5.8
143,spring,small,high,8.3,5.3,11.818,0.923,380,4,14,0.5,38.5,4.3,1.4,9.7
144,spring,medium,high,8.7,10.9,23.825,1.587,920,19.111,235.66701,1.4,1.4,6.2,1.8,0
145,spring,medium,medium,7.83,5.5,17.375,2.822,1911,60.833,147.83299,14.7,0,6.8,17.7,31.6
146,autumn,medium,medium,8,11.6,12.146,0.996,98.333,64.389,79.75,9.882,4,2.6,18.2,0
147,spring,large,high,8.1,5.8,NA,0.13,161.81799,246,211.66701,1.7,6.7,13.4,0,4.2
148,winter,medium,high,8.4,11.1,173.75,3.829,217.75,60,82.444,32,21.1,0,0,3.6
149,winter,medium,medium,7.7,6,139.989,2.512,505,100,252.5,16,0,2.2,0,0
150,winter,medium,high,7.8,10.5,0.222,0.33,91.833,238.2,232.83299,4.3,21.7,0,6.2,2.9
151,summer,medium,high,8.5,11,39,2.273,14.75,144,10.111,22.7,12.4,0,5.1,0
152,winter,medium,high,8.5,10.3,94.405,3.923,52.2,26.6,17.333,9,0,3.4,32.1,0
153,autumn,medium,medium,8.4,11.8,56.717,1.718,54.778,20,57.833,27.618,0,2.2,77.6,0
154,spring,medium,low,8.2,9,104.818,2.22,196,97.333,75.904,3.5,5.2,0,0,3.2
155,autumn,medium,low,7.8,10.53,100.83,2.942,101,19.111,255.28,2,1.9,1.2,3.3,1.9
156,winter,medium,high,7.8,3.2,70,4.82,255,16,4,5.2,1.5,1.7,0,0
157,autumn,small,medium,7.5,12.5,30.125,3.685,430,45.9,221.278,2.15,1,11,0,1.9
158,autumn,medium,medium,8.4,10.5,13.5,0.941,110,39,2.5,1.3,12.5,0,0,15.1
159,autumn,large,high,8.53,7.9,11.867,4.908,224.286,37.857,54.916,1,14.6,4.6,0,1.4
160,winter,medium,high,9.7,11.5,32.54,4.86,6400,47.5,320.39999,6.5,0,0,0,0
161,autumn,large,low,8.6,9.5,391.5,4.053,43.75,61.182,313.60001,20.6,0,0,0,3.9
162,spring,medium,medium,8.1,5.7,30.523,1.535,32.727,12.75,143.75,2.9,4.7,2.9,0,1.9
163,summer,medium,low,9.1,10.2,4.083,0.663,10,173,87.125,11.84,2.1,0,0,1.7
164,spring,small,medium,7.7,13.1,136,0.886,1131.66003,8.6,71,2.7,0,1.2,0,2.7
165,autumn,large,high,7.78,11.7,39,3.235,101.667,14.667,127,6.9,0,0,0,0
166,spring,large,high,7.83,4.8,26,1.328,10,78.333,21.3,2.5,0,0,0,0
167,spring,small,low,8.8,11.8,10.078,7.83,NA,NA,84,NA,11.2,0,2.4,1.9
168,summer,medium,medium,8.3,6.8,82.857,0.536,134,137.60001,607.16699,40,0,0,0,0
169,autumn,large,high,8.3,8.9,82.111,45.65,130,61.556,45,4,0,0,8.7,22.1
170,spring,small,low,8.06,10.8,79.077,9.08,28,10.8,6.2,9.384,4.1,3,52.5,0
171,summer,small,high,7.44,6.1,95.367,1.415,236,3.333,84.46,20.578,3.9,2,12.6,0
172,spring,large,medium,8.15,9.3,47.778,0.701,1081.66003,1.8,23,3,28,4,5.9,1.7
173,winter,medium,high,8.7,4.5,6.167,1.715,103,82.222,3,5.609,21.5,1.7,5.5,0
174,spring,small,medium,8.2,7.4,53.102,0.05,62.5,50.889,137.778,22.9,9.1,2.7,0,0
175,autumn,medium,medium,7.7,10.6,208.364,1.651,197.909,55,7,53.1,4.1,0,13.2,0
176,winter,medium,medium,8.3,6.35,43,7.16,96.667,10.583,6,20.8,7,0,0,0
177,autumn,small,low,8.35,7.1,131.39999,3.02,58.5,16,132.54601,15,0,0,0,0
178,autumn,medium,high,7.57,9.9,35.75,1.921,12.5,7.3,14,0.8,9.7,2.4,0,3.3
179,winter,medium,low,8.4,12,5.326,3.2,53.846,71,115,5.083,8,4.9,0,0
180,winter,large,high,9,10.1,58.331,4.071,103.333,264.89999,18.293,27.5,0,0,0,0
181,winter,small,medium,7.8,9.8,7.613,8.688,16.2,45,19,5.62,40.7,7.7,0,0
182,summer,large,medium,8.06,7.6,7.25,3.908,76.667,67.5,7.654,3.2,1.9,0,0,0
183,summer,medium,high,8.6,10.7,7,0.866,32,49,15,2.86,11.3,0,0,0
184,winter,small,medium,7.2,9.4,34.5,5.41,88.182,27.25,236,6.4,2.7,0,2.7,0
185,summer,large,medium,8.1,9.8,40.226,0.699,66.667,12,72.696,2,0,28.8,8.3,0
186,summer,large,low,8.4,10.8,2.111,3.726,109,221.89999,89.625,46.075,0,0,4.6,1.7
187,winter,small,low,7.6,11.8,59.067,0.461,170.909,54,171.272,1,0,0,1.5,0
188,winter,medium,high,8,8.2,32.4,3.773,35,51.125,11,1,0,2.1,1.5,10.8
189,spring,medium,medium,8.55,9.8,43.09,3.73,82.1,51.111,97.58,NA,16,0,3.1,0
190,autumn,large,medium,8.3,6,12.778,3.351,17.778,75,40,4.5,0,0,1.2,0
191,spring,medium,low,7.3,11.4,15.541,5.414,124.364,13,60,NA,6,0,0,5.9
192,spring,medium,high,8.1,10.2,60.8,1.873,120,19.727,50.455,4.667,32.8,0,0,2.1
193,summer,large,medium,8.56,9,15,6.54,153.75,72,173.75,0.8,2.1,0,0,0
194,autumn,medium,medium,7.9,11.1,37.6,1.527,239,236.39999,91.111,30,1.7,0,0,1
195,spring,medium,medium,7.62,9.7,12.444,4.555,461.875,9,296,3,13.2,4.8,1.5,31.2
196,winter,medium,medium,8.4,10.8,7.838,1.47,153,44,232.89999,110.456,12,0,10.3,0
197,summer,large,medium,8.1,10.6,48.667,2.31,65.455,61.25,219.909,11.6,1.5,0,8.2,1
198,winter,large,medium,8.2,9.4,41.25,2.68,737.5,70,140.22,2.3,0,0,0,0
199,autumn,small,high,8,1.8,64,0.86,1495,22.2,20.75,4.5,12,0,0,0
200,summer,large,high,6.6,9.9,77.364,2.8,120,64,140.517,NA,0,0,1.6,1.2
3)
winter     small     medium     8.00000     9.40000     41.16300     6.23800     31.33300     187.00000     13.60000     50.00000     0.00000     5.40000     0.00000     1.00000     34.20000     0.00000     1.40000
spring     large     low     7.50000     10.90000     29.20000     5.97000     49.00000     33.80000     558.75000     7.30000     2.20000     0.00000     4.10000     2.40000     4.10000     0.00000     0.00000
autumn     large     low     8.25000     11.40000     40.02000     5.33000     346.66699     46.66700     388.16699     81.54000     1.40000     53.60000     2.10000     3.50000     0.00000     42.70000     0.00000
spring     small     medium     7.79000     11.10000     11.08800     1.72000     13.50000     5.00000     138.70000     0.30000     10.30000     0.00000     18.90000     1.90000     5.70000     0.00000     2.90000
autumn     small     low     7.90000     9.00000     5.83000     1.42000     233.70000     58.22200     43.50000     13.20000     14.60000     5.60000     12.90000     0.00000     0.00000     0.00000     1.20000
spring     medium     low     7.19000     1.50000     44.00000     3.77800     92.37500     3.00000     13.20000     28.40000     15.80000     7.60000     2.40000     1.20000     0.00000     22.90000     3.90000
summer     medium     medium     8.30000     10.30000     47.22900     5.13200     235.00000     26.62500     11.50000     88.25500     0.00000     0.00000     3.20000     3.90000     2.70000     4.50000     0.00000
summer     small     medium     7.80000     10.60000     3.27500     6.18800     8.00000     31.33300     214.00000     0.90000     18.20000     0.00000     3.90000     0.00000     9.90000     0.00000     0.00000
autumn     large     medium     8.60000     7.80000     XXXXXXX     1.32000     122.85000     21.08300     104.00000     10.00000     54.00000     21.70000     7.50000     6.90000     0.00000     6.70000     2.10000
I love this class
summer     small     high     8.40000     10.20000     26.76000     1.28700     206.53799     35.33300     40.66700     2.80000     14.70000     0.00000     3.30000     1.70000     1.90000     49.40000     0.00000
autumn     large     low     8.15000     8.10000     16.00000     0.91000     101.25000     12.00000     262.72699     1.00000     32.10000     14.70000     5.00000     0.00000     0.00000     0.00000     0.00000
winter     small     high     8.10000     7.70000     13.00000     1.22300     27.28600     24.00000     188.66701     8.15500     2.00000     10.40000     0.00000     0.00000     0.00000     0.00000     0.00000
autumn     medium     high     7.72000     10.20000     61.05000     8.75900     15.00000     57.60000     624.73297     3.60000     0.00000     6.40000     10.60000     0.00000     1.90000     17.20000     6.00000
summer     medium     low     8.00000     9.80000     XXXXXXX     3.24500     46.20000     102.00000     7.20000     17.49100     1.90000     7.50000     9.00000     0.00000     0.00000     16.60000     2.20000
summer     medium     high     7.29000     3.20000     4.70000     3.44400     21.57100     4.25000     98.25000     1.10000     1.50000     5.00000     1.70000     5.00000     28.80000     17.80000     0.00000
spring     small     medium     7.60000     8.00000     7.00000     3.56100     429.20001     18.66700     75.20700     0.60000     1.20000     21.50000     0.00000     1.20000     5.80000     0.00000     0.00000
autumn     large     high     7.14000     9.20000     XXXXXXX     1.44300     98.18200     18.25000     254.60001     5.20000     3.10000     11.60000     35.10000     1.90000     7.70000     0.00000     0.00000
summer     medium     medium     7.35000     6.30000     29.77500     0.44500     24064.00000     2.50000     27.50000     1.10000     7.60000     0.00000     9.90000     0.00000     2.90000     16.70000     0.00000
spring     medium     high     8.70000     10.70000     5.00000     2.81800     245.00000     191.75000     287.00000     11.70000     35.50000     1.00000     0.00000     4.60000     0.00000     0.00000     1.40000
spring     medium     low     9.10000     10.70000     3.50000     4.82500     32.50000     467.50000     586.00000     7.90000     2.90000     4.60000     0.00000     0.00000     0.00000     0.00000     1.00000
winter     large     low     7.40000     9.20000     44.20500     3.14000     124.16700     48.62500     285.71399     18.30000     46.20000     1.60000     0.00000     1.60000     2.70000     0.00000     4.90000
autumn     small     medium     7.60000     6.00000     29.50000     3.14000     10.00000     125.66700     18.00000     7.60000     24.00000     5.90000     0.00000     0.00000     1.20000     0.00000     1.00000
winter     medium     high     8.50000     5.30000     50.00000     4.17000     46.50000     53.62500     130.75000     3.20000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     2.70000
summer     small     high     7.09000     3.30000     63.51000     5.13000     11.11100     41.50000     88.50000     0.60000     0.00000     5.60000     1.20000     3.50000     0.00000     0.00000     0.00000
spring     small     high     8.21000     10.30000     31.09100     3.97600     165.00000     15.60000     49.33300     3.00000     4.10000     19.60000     0.00000     0.00000     9.40000     10.10000     0.00000
winter     medium     low     7.92500     10.60000     32.05600     2.30400     34.00000     16.80000     61.44400     2.00000     7.00000     4.10000     2.60000     2.00000     2.40000     6.80000     0.00000
summer     large     high     6.80000     10.10000     101.87500     0.63000     20.00000     34.63600     XXXXXXX     75.00000     30.30000     1.40000     0.00000     0.00000     2.70000     1.40000     0.00000
winter     small     high     8.00000     9.60000     53.42500     3.61700     40.00000     27.66700     69.93000     13.10000     46.60000     0.00000     4.80000     0.00000     7.70000     0.00000     1.00000
autumn     small     medium     8.40000     4.90000     2.93300     8.54300     931.83301     2.50000     279.06601     0.50000     33.90000     0.00000     11.80000     5.70000     0.00000     17.10000     1.10000
autumn     medium     medium     7.00000     9.60000     125.60000     3.33000     60.00000     36.30000     142.00000     2.00000     42.50000     5.50000     0.00000     0.00000     1.00000     0.00000     7.80000
summer     medium     medium     8.20000     10.40000     32.30000     3.78000     60.00000     132.50000     123.33300     19.40000     29.70000     0.00000     1.90000     0.00000     4.00000     11.10000     6.00000
spring     small     high     7.60000     10.70000     9.00000     1.47400     18.42900     120.50000     102.57100     21.22000     0.00000     8.70000     0.00000     0.00000     0.00000     33.20000     1.20000
