1)
  season   size  speed mxPH mnO2   Cl  NO3   NH4  oPO4   PO4  Chla   a1   a2  a3  a4  a5   a6  a7
1 spring medium medium 8.00  6.3 69.0 6.24 131.7   6.5  49.3  3.80 35.5  4.7 0.0 4.9 9.2  4.6 2.7
2 spring medium medium 8.00  9.6 82.1 1.29 122.5  30.8 194.1 10.00 15.1 16.4 3.9 1.4 2.4  1.0 0.0
3 summer  small   high 7.09  3.2 40.0 5.33 346.7 246.0   6.0  0.80  0.0  2.7 2.4 0.0 0.0  0.0 4.9
4 spring  small    low 5.70  4.8 35.8 8.54  98.2   1.8 138.7  6.43 28.1  0.0 0.0 0.0 1.7 13.2 1.9
5 winter medium medium 6.60  9.0 10.1 4.07 233.7 104.7  97.6 11.70 55.5  2.9 2.6 0.0 2.9 20.4 1.0
6 spring  small medium 8.05 11.6 10.2 1.73  58.5  38.6  75.2  0.60  3.7 16.0 0.0 3.4 7.5  0.0 1.0
2)
,season,size,speed,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,a2,a4,a6,a7
27,spring,medium,medium,8.3,10.1,12.146,4.17,37.778,58.222,57.833,2,0,0,0,0
28,autumn,small,high,6.8,9.2,53.425,0.63,20,220.75,NA,1.3,0,0,0,0
29,autumn,small,medium,7.55,5.5,8.69,3.908,192.5,276.85001,14,0.8,0,1,0,2.7
30,autumn,medium,medium,7.8,9.3,31,2.316,120,2,6,0.5,1.4,0,0,3.6
31,autumn,medium,medium,7.3,11.1,32.056,0.461,153,187,142,6.5,21.7,0,6.2,0
32,spring,small,high,7.925,7.1,136,0.658,102.5,346.16699,108,34.75,1.5,3,5.1,2.2
33,winter,small,high,7.4,9.7,13.5,4.698,10,64.389,317,13.1,10.4,0,42.7,1.2
34,summer,medium,high,8.7,10.5,14.32,1.172,461.875,3,101.455,31.738,9.1,0,0,0
35,winter,large,medium,7.6,3.3,44.205,5.099,32.5,77.333,269.66699,110.456,0,1,3.3,1.4
36,winter,small,medium,7.6,10.1,47.778,4.03,27.5,19.111,44.136,5.233,1,4.6,6.8,0
37,spring,large,medium,8.8,10.9,10.556,5.099,142,20,146.452,0.5,0,0,1.4,5.9
38,autumn,medium,high,9.5,11.7,41.5,3.773,43.75,7.75,558.75,11.6,1.5,0,0,0
39,autumn,large,low,8.3,4.5,41.25,2.64,4073.33008,137.60001,116.2,50,0,3.7,7,1.4
40,spring,large,medium,8.6,6.8,54.143,3.351,228.75,182.42,35.2,11.1,53.6,0,0,0
41,autumn,large,low,8.7,10.4,71.444,0.381,92,3,40.667,3.7,5.9,0,0,0
42,winter,large,low,7.91,7.1,21.95,3.318,227.60001,10.583,175.04601,13.2,0,0,0,0
43,winter,small,high,8.3,10.2,50,2.954,723.66699,2,43.5,3.1,0,2.2,0,1.9
44,winter,small,high,7.61,11.1,94,7.83,51.429,282.16699,46.6,11.84,4,0,7.9,0
45,summer,small,low,8.3,8.5,69.75,4.555,8,1,432.909,3.9,10.5,0,18.2,0
46,summer,large,medium,8.3,12.5,20.083,0.536,101.25,261.60001,88.5,30,0,2.3,15.8,0
47,winter,small,high,8.7,9.8,17.75,0.376,137,136.75,34,5.111,11.3,4,0,0
48,winter,medium,high,7.9,12.6,9,NA,72.6,143.71001,56.091,2.9,0,0,16.6,1.7
49,summer,small,medium,8.53,11.1,15,3.02,215.556,27,586,1.4,0,3.2,0,0
50,summer,small,medium,8.3,11.21,208.364,2.443,920,32.5,236,0.5,12,4.4,0,3.4
51,spring,medium,low,8.1,11.1,66.3,3.78,1990.16003,12.75,46.438,7.9,0,2.7,0,0
52,summer,large,high,8.66,6,1.549,4.459,33.636,45.9,61.6,4.5,20.1,2.2,5.9,1.1
53,winter,medium,high,7.3,10.8,55.35,2.818,28.333,12,121,2,1.6,0,0,0
54,summer,medium,high,7.2,10.2,32.54,0.91,1495,1.625,19,0.8,0,0,6.7,0
55,winter,medium,medium,8.84,11.8,NA,3.316,10.5,428.75,81.558,NA,28,0,0,0
56,winter,small,high,5.6,4.9,187.183,0.13,49.5,39,138.5,5.62,31.9,1.8,9.9,0
57,autumn,medium,medium,7.8,8.9,194.75,1.32,124.167,37.857,152.33299,1.3,0,44.6,0,0
58,summer,small,medium,9.1,9,6.3,1.726,NA,10,279.06601,NA,0,1,4.5,1.7
59,spring,medium,medium,7.8,6.5,63.625,3.414,345.45499,2,13.2,17.491,1.9,0,0,2.9
60,autumn,small,medium,8,8.6,NA,2.231,137.27299,105,177.625,NA,0,1,8.7,0
61,autumn,small,medium,7.6,10.5,NA,9.08,98.333,264.89999,58.623,2.1,1.7,0,2.4,0
62,summer,large,medium,7.9,4.3,47,1.588,505,51.111,56.667,88.255,3.1,0,0,0
63,spring,small,high,8.7,6.1,NA,5.414,NA,3.333,252.5,6.209,7,5,0,0
64,winter,small,high,7.57,8.2,77.364,1.203,6400,175.66701,18,3.6,4.3,0,0,1.4
65,winter,large,high,7.7,11.3,77,1.474,89.6,16,7.2,3,0,0,0,1.2
66,winter,small,low,7.44,11.7,9,0.672,18,1.333,120.889,7.3,0,0,0,1.4
67,autumn,large,high,8.22,10.7,3.275,3.31,225,1.25,10.75,4.5,1,5.3,2.6,0
68,summer,medium,high,7,8.2,73.25,3.778,10,67.5,171.272,26.8,0,0,31.8,0
69,summer,small,medium,8.2,10,4.7,3.85,206.53799,111.25,351.60001,9,0,7.6,0,2.1
70,winter,medium,medium,7.5,11.9,39.109,0.826,155,9,303.33301,21,0,1.7,0,3.3
71,spring,medium,high,8.4,8.5,130.67,4.82,133.636,13,221.278,10.5,7,0,0,0
72,spring,medium,low,7.62,10.5,29.2,7.195,91.833,4,285.71399,5.2,0,0,32.1,6.1
73,summer,medium,low,8.2,10.2,125.6,5.97,5.8,60.833,72.696,0.3,0,0,21.4,4.2
74,winter,medium,medium,9.1,6.2,22.32,3.923,10,16,624.73297,NA,5.8,2.2,5.1,1.2
75,winter,medium,low,7.9,9.5,3.5,4.87,308.75,234.5,52.875,5.555,2.1,0,0,2
76,summer,medium,high,8.07,3.4,11,8.688,101,24.667,84.46,18.37,1.9,6.8,0,0
77,autumn,medium,medium,9.06,10.5,NA,0.735,196,18.25,219.909,0.8,4.1,2.2,0,1
78,autumn,large,medium,7.75,11,10.936,1.335,12.5,12.75,76.333,18.33,13.7,0,0,1.6
79,spring,small,medium,8.24,11.7,30.125,5.442,60,26,86.997,3.6,4.6,12.7,0,4.1
80,spring,medium,high,7.8,10.8,0.8,3.33,430,26.6,6,0.3,21.6,0,0,0
81,autumn,medium,high,7.8,12.1,51.113,2.31,1168,31.333,79.75,5.544,0,0,1.5,0
82,spring,large,high,7.3,6.5,28.333,4.93,5738.33008,19.727,11,4.3,3.1,4.3,8.2,6.8
83,winter,large,high,8.2,1.5,37.6,6.225,46.5,36.3,111.375,17.2,3.4,0,6.4,1.7
84,winter,medium,medium,8.06,10.6,11.867,1.051,12.727,27.5,69.93,18.3,12.5,0,0,31.2
85,summer,medium,high,9,11.6,49.9,3.14,737.5,3.222,2.5,7.6,41,0,5.4,0
86,spring,large,medium,7.45,7.7,60.8,0.941,96.667,221.89999,183.66701,0.8,18.4,2,0,22.1
87,autumn,small,high,7.8,9.9,53.102,3.73,38.111,2.5,233.5,3,0,1.2,0,16.7
88,winter,large,medium,6.6,10.77,48.667,6.2,215.714,8.6,45,54.367,16.2,0,33.2,0
89,spring,small,high,7.6,11.2,36.248,4.408,172.5,12.889,21.3,13.1,0,0,0,1
90,winter,medium,medium,8,12,41.163,4.535,60.11,6,188.66701,5.45,0,2.4,0,14.4
91,winter,small,high,7.9,9.7,63.292,3.678,11.111,38.75,228.364,19.4,0,0,12.4,0
92,summer,medium,high,7.3,4.5,7.838,3.14,2082.8501,34.636,265.25,41,3.9,1.2,0,0
93,spring,small,high,8.25,11.17,8,3.765,32.5,10.667,275.14301,NA,5.6,0,5.9,1
94,winter,medium,high,8.1,8.1,12,2.273,21.571,14.667,75.333,0.8,0,1.6,17,1.9
95,spring,medium,medium,7.9,9,3,4.94,205.66701,104.222,218,2.5,0,0,4.1,2.2
96,winter,medium,high,8.1,6,5.889,1.875,10,196.62,141.83299,12.32,40.7,0,0,2.4
97,autumn,medium,high,8.5,11.7,39,0.308,643,159.5,186.5,81.54,17.1,1.9,0,0
98,autumn,small,medium,7.35,8.7,57.75,0.267,88.182,125.667,200.231,75,1.2,0,0,5.2
99,winter,medium,high,8.7,11.1,65.75,10.416,196.66701,51.75,122,0.5,7.4,0,8.5,0
100,autumn,small,high,8.3,11.4,85.982,0.996,52.2,85.5,6.5,0.4,3.9,0,0,1.4
101,spring,small,medium,8.4,10.3,43.97,1.212,18.333,36.909,11.818,3.3,1.7,0,1.2,1.9
102,spring,medium,high,8.27,6.2,38.125,2.603,103,132.5,154.125,13,8,4.6,2,0
103,spring,large,medium,7.5,10.1,22.455,2.899,371.11099,84.3,72.9,0.8,0,0,0,0
104,winter,large,low,8.1,8.8,12.182,3.2,1386.25,5,11,2.5,4.1,2.6,0,0
105,summer,large,medium,8,8.4,139.989,5.456,5,54,16.662,2.7,0,1.4,2.6,3.2
106,spring,medium,low,8.7,9.8,34.5,9.773,429.20001,37.375,1,4.5,16,0,1.6,1.9
107,spring,small,low,7.79,13.1,11,1.47,25,55,246.66701,65.7,3.8,3.7,0,2.2
108,winter,small,high,8,11.7,151.83299,0.921,17.778,267.75,344.60001,50.225,0,1.2,0,12.5
109,summer,medium,high,8.4,5.4,127.833,0.663,2167.37012,9,15,25,1,11.3,0,0
110,winter,medium,high,7.5,13.4,173.75,9.248,3515,9.667,75.904,4,38.8,11.5,0,2.4
111,summer,medium,high,8,10.8,45.273,3.9,370,62.625,17.333,1,1.7,4.8,0,1.6
112,winter,medium,medium,7.83,6,26,3.726,92.375,71,3,2.8,72.6,3.4,0,1.9
113,summer,small,high,7.74,NA,11.818,NA,54.75,7.4,170,NA,0,0,0,7.1
114,summer,medium,low,7.8,10.8,4.326,1.003,118.571,1,20.812,1.1,21.5,0,0,0
115,spring,medium,medium,8,9.8,57.848,0.33,217.75,37,61.444,15.6,0,1.2,11.1,3.9
116,autumn,small,high,9.7,10.8,0.222,0.406,421.66699,102,771.59998,8.1,12.7,2.4,0,0
117,autumn,medium,medium,8.6,7.9,40.167,0.102,244.60001,NA,276,5.8,21.5,0,1.2,1
118,spring,small,high,9.1,8.9,74.667,2.304,10,3.545,102.333,3.2,0,0,7.5,10.8
119,spring,medium,low,8.3,7.6,5.83,8.984,161.81799,102.333,130.75,24.917,15.2,0,1.2,0
120,winter,small,medium,8.2,6.6,131.39999,0.735,42,1,58.374,28.567,0,6.9,7.1,0
121,autumn,large,low,8.5,11.7,NA,1.535,123.333,28.625,167.89999,4.9,14.5,0,2.2,0
122,winter,small,low,8.1,10.7,30.523,5.078,56.364,16.8,14,3,8.7,0,0,6
123,autumn,large,medium,7.4,8.3,70,1.443,20,4.25,54.916,0.3,5.4,1.2,17.7,1.2
124,spring,small,high,8.5,10.7,23.825,0.642,170.909,4,326.85699,3.5,4.6,0,6.9,0
125,winter,medium,high,8.3,9.7,12.536,5.694,236,75.875,127.222,5.2,8.9,0,0,0
126,winter,small,medium,8.1,10.7,81.333,4.99,758.75,100,6.667,3,2.1,3.5,0,0
127,summer,small,medium,6.6,8.2,31.091,6.54,246.364,87.333,85.4,28.4,36.6,0,0,1.4
128,summer,large,high,8.5,9.4,23.25,1.448,10,32,98.25,0.3,4.6,0,0,6.6
129,autumn,large,high,7.6,9.9,101.875,4.188,224.286,27.667,4,16,12.7,4.1,0,2.4
130,winter,medium,medium,7.4,9.2,50,3.617,132.25,59.429,13.6,1,6.7,0,49.4,10.2
131,winter,medium,high,8.9,4.9,79.077,2.22,124.364,55,272.22198,15.3,0,2.1,0,0
132,summer,small,medium,7.5,10.5,34.037,0.23,76,48.625,66.75,2,0,0,1.5,9.7
133,spring,large,high,8.3,9.8,1.45,1.374,37.5,205.636,40,NA,7.3,1.7,9.6,2.4
134,winter,small,medium,NA,7.3,22.35,6.045,15,151.33299,102.571,72.478,0,8.3,0,2.4
135,spring,medium,high,8,7.1,44,0.81,12.5,61.182,232.83299,7.3,20.6,6.6,6.8,0
136,autumn,medium,medium,8.43,9.2,39,1.51,120,58.875,39,3,13.2,0,3.6,1.5
137,summer,large,high,7.6,11,35.66,1.013,8777.59961,22.2,6,14.775,5.6,3.7,0,0
138,autumn,medium,low,8.4,6.3,22.286,0.758,124,180.66701,47,9.882,19.6,0,17.1,5.5
139,summer,medium,medium,8.1,10,7,1.572,178.57001,7.3,143.75,12.1,0,28.8,0,0
140,winter,medium,high,8.5,6.35,13,0.9,76.667,33.8,169.00101,98.817,1.7,0,12.7,1.6
141,winter,small,medium,9,6.2,10.975,3.02,175,34.5,197.14301,6.4,7.6,0,0,0
142,winter,medium,medium,7.4,9.5,1.17,5.41,65.455,18.667,85,0.6,1.2,1.9,4.7,2.7
143,summer,medium,high,7.9,7.1,7,0.23,51.111,25.167,292.625,0.2,38.5,2.4,1.4,1
144,summer,small,high,7.84,10.9,26,1.587,1081.66003,36,361,0.6,1.4,6.2,15.8,0
145,summer,large,high,7.7,9.4,19.22,2.163,34,197.83299,254.60001,31,0,0,0,5.8
146,autumn,medium,high,8,NA,32.3,7.74,122.85,120.5,84,2.1,4.1,0,5.5,1.2
147,winter,medium,high,7.8,11.1,38.902,5.164,105.556,46.667,115,3.2,22,0,0,3.3
148,winter,medium,high,8.7,9.8,40.226,3.829,62.5,2.5,18.293,32,0,0,0,0
149,spring,small,high,7.19,11.5,63.51,0.77,65.556,82.222,262.72699,22.5,28,1.7,13.1,25.6
150,autumn,medium,high,7.4,10.5,32.92,0.701,578,109,388.16699,2,5.5,0,9.9,6
151,summer,small,low,8.5,5.9,46.167,0.886,84.667,144,23,22.7,12.4,0,32.9,7.2
152,spring,small,high,7.83,9.9,29.5,1.519,90,23,205.875,1.2,0,1.2,10.6,0
153,winter,large,medium,8.4,11.8,58.331,0.05,54.778,166.72701,313.60001,40,0,2.2,77.6,0
154,spring,medium,high,7.9,7.9,32.4,2.323,176.66701,181,201.778,30.4,0,0,0,31.6
155,spring,large,medium,8,10,100.83,6.64,35,12,255.28,1.3,1.9,0,4.5,0
156,summer,medium,medium,7.8,10.53,10.4,3.235,1131.66003,66.4,111.75,0.8,15.9,1,1.6,0
157,autumn,large,medium,8.6,8.8,11.088,3.685,34.333,1,213,3.2,0,2.9,42.1,30.1
158,winter,small,high,8.5,9.4,10.5,1.72,110,54.1,11.8,2.15,5.2,2.6,0,15.1
159,spring,medium,medium,8.1,12.5,42.636,1.655,27.286,20.667,124.2,2.86,14.6,4,0,0
160,winter,small,high,8.3,3.6,95.367,6.188,83.75,47.5,244,1.1,0,0,0,0
161,summer,large,high,7.4,10.29,391.5,3.444,43.75,70,186,6.167,0,0,0,3.9
162,autumn,large,medium,8.4,12.1,64,7.16,32.727,159.16701,391.75,93.683,21.7,5.7,0,0
163,spring,large,high,8.8,8.4,4.083,3.07,53.846,22.444,253.25,20.87,2.1,0,0,0
164,spring,medium,medium,7.9,12.9,43.09,0.673,15,209.85699,132.54601,21.9,0,0,0,0
165,summer,large,low,8,3.2,16,0.923,101.667,39,105.727,20.829,0,0,1.8,1.5
166,autumn,medium,medium,8.1,10.6,87,4.053,10,173,249.25,8.155,12,0,0,0
167,winter,large,low,9.1,10.8,2.2,1.328,96.833,564.59998,232.89999,27.618,0,0,0,2.9
168,summer,small,low,6.4,8.8,27.4,1.873,134,20,215.5,17.2,0,2.1,0,0
169,autumn,small,low,7.4,8.3,27.233,0.699,96.667,41.3,3,24.556,0,5,4.7,0
170,spring,large,low,8.06,7,47.229,1.534,627.27301,10.8,239,9.384,14.7,0,64.6,7.8
171,winter,large,medium,8.16,5.8,82.857,0.73,255,104.5,277.33301,2.338,7.5,2,17.2,0
172,winter,medium,medium,8.15,6,NA,1.651,486.5,7.667,284,21.22,40.9,0,0,1.7
173,autumn,small,medium,7.77,11.6,104.818,1.87,10,144.66701,10.111,5.609,11.6,1.3,42.4,6.1
174,spring,small,high,8.58,7.4,NA,2.512,31.333,50.889,137.778,1.4,19.6,4.6,0,3.2
175,summer,medium,low,8.47,11.8,9,6.513,197.909,49,7,53.1,26.5,0,0,0
176,spring,small,medium,8.5,5.7,20.625,4.86,271.25,78.333,607.16699,20.8,21.1,0,8.3,0
177,spring,medium,low,8.35,9.8,59.067,2.822,146.66701,16,71,0.5,3.4,0,0,0
178,winter,medium,medium,8.1,10.4,2.111,3.561,20,44,125.8,22.9,0,1.9,0,3.2
179,winter,small,high,8,10.7,5.326,1.67,18.429,13,19,5.083,8,0,17,0
180,autumn,large,high,8.2,10.6,56.717,45.65,16.2,151.125,77.434,92.667,0,1,0,4.3
181,winter,medium,low,7.7,9.8,4.545,2.942,28,3.8,6.2,4.3,3.8,0,0,0
182,spring,large,medium,7.9,3.6,7.25,9.715,40,57.6,7.654,NA,5,0,0,0
183,winter,large,medium,7.7,9,12.778,0.866,32,48,22.9,NA,15.7,0,0,0
184,winter,medium,medium,8.3,9.5,9.055,0.825,66.667,45,56.667,0.9,2.9,4.6,0,0
185,summer,medium,low,8.1,7.6,88,2.55,1911,53,187.05701,1.5,0,0,15.7,1.9
186,autumn,small,low,8.4,10.8,53,0.846,109,61.25,89.625,46.075,0,0,0,2.3
187,spring,small,medium,8.87,9.9,3.86,4.908,46.2,21.083,61.5,14.7,9.7,0,1.5,0
188,spring,medium,low,7.8,10.2,7.613,6.096,1729,51.125,82.444,8.957,32.8,2.2,0,0
189,spring,small,high,8.55,9.8,53,2.978,82.1,16,123.333,3,0,0,3.1,0
190,autumn,small,medium,7.2,8.4,3.136,4.665,208.33299,75,173.75,15,2,0,17.8,0
191,spring,large,medium,8.5,5.3,15.541,1.42,22.5,27.25,98.143,NA,0,7.7,0,0
192,spring,medium,medium,8.1,11.3,2.933,2.805,125.333,191.75,50.455,1,0,0,0,2.1
193,winter,medium,high,8.4,8.1,7.333,0.86,153.75,72,222.286,2,9.6,0,0,1.4
194,spring,medium,high,8.3,10.68,94.405,3.978,239,236.39999,91.111,27.5,4.9,1.1,5.5,7
195,autumn,medium,medium,8.1,11.3,NA,1.718,25.833,19.111,26,4.667,13.2,0,0,0
196,summer,large,high,7.14,10.7,17.375,3.833,60,27,127,20.578,12,0,0,0
197,winter,medium,medium,7.7,7.8,57.75,1.208,49,16.833,296,3.3,11.2,0,10.3,1
198,summer,large,medium,8.2,6.9,26.76,2.68,647.57001,1,140.22,2.3,1,0,2.7,18.6
199,spring,small,high,8,1.8,2.75,1.921,13.5,238.2,20.75,NA,0,1,0,2.2
200,autumn,medium,medium,7.8,11.8,49.625,2.8,27.069,64,140.517,22.5,0,0,1.4,0
3)
spring     medium     medium     8.00000     6.30000     69.00000     6.23800     131.66701     6.50000     49.33300     3.80000     35.50000     4.70000     0.00000     4.90000     9.20000     4.60000     2.70000
spring     medium     medium     8.00000     9.60000     82.11100     1.28800     122.50000     30.75000     194.10001     10.00000     15.10000     16.40000     3.90000     1.40000     2.40000     1.00000     0.00000
summer     small     high     7.09000     3.20000     40.02000     5.33000     346.66699     246.00000     6.00000     0.80000     0.00000     2.70000     2.40000     0.00000     0.00000     0.00000     4.90000
spring     small     low     5.70000     4.80000     35.75000     8.54300     98.18200     1.80000     138.70000     6.42900     28.10000     0.00000     0.00000     0.00000     1.70000     13.20000     1.90000
winter     medium     medium     6.60000     9.00000     10.07800     4.07100     233.70000     104.72700     97.58000     11.70000     55.50000     2.90000     2.60000     0.00000     2.90000     20.40000     1.00000
spring     small     medium     8.05000     11.62000     10.20700     1.73200     58.50000     38.62500     75.20700     0.60000     3.70000     16.00000     0.00000     3.40000     7.50000     0.00000     1.00000
summer     medium     medium     8.15000     10.30000     8.30000     5.13200     235.00000     26.62500     16.00000     23.80000     4.10000     0.00000     3.20000     3.90000     0.00000     3.90000     0.00000
summer     medium     medium     7.90000     10.60000     54.19000     1.28700     102.75000     44.66700     211.66701     6.90000     0.00000     6.40000     1.10000     0.00000     1.20000     11.50000     0.00000
winter     small     low     8.60000     5.30000     48.42900     1.32000     10.00000     XXXXXXX     104.00000     4.30000     17.30000     5.40000     1.70000     0.00000     0.00000     16.70000     0.00000
I love this class
summer     medium     medium     8.56000     11.40000     53.33300     2.10200     380.00000     12.75000     116.20000     6.80000     3.30000     0.00000     0.00000     1.70000     0.00000     0.00000     0.00000
winter     small     high     8.30000     11.30000     16.00000     1.52700     103.33300     48.66700     14.35400     1.00000     31.80000     0.00000     0.00000     11.00000     0.00000     1.90000     0.00000
winter     small     medium     8.43000     9.60000     XXXXXXX     1.22300     40.00000     24.00000     60.00000     20.60000     43.50000     0.00000     2.50000     7.80000     2.50000     0.00000     0.00000
summer     large     high     8.50000     9.40000     8.00000     8.75900     130.00000     23.00000     17.00000     68.05000     0.00000     28.20000     2.00000     0.00000     1.90000     0.00000     2.70000
autumn     small     high     7.50000     9.60000     43.00000     3.73400     103.33300     61.55600     235.66701     2.00000     1.90000     5.00000     9.00000     1.40000     3.40000     12.60000     0.00000
summer     small     medium     8.20000     9.90000     82.85200     2.58600     39.00000     97.33300     304.00000     1.10000     24.30000     0.00000     10.80000     5.00000     28.80000     0.00000     0.00000
spring     small     medium     7.78000     8.00000     7.00000     1.41500     14.75000     4.00000     50.00000     XXXXXXX     4.20000     12.70000     0.00000     0.00000     0.00000     0.00000     2.90000
winter     large     high     7.60000     10.50000     6.16700     1.71500     81.00000     35.33300     147.83299     2.00000     0.00000     2.10000     3.10000     1.90000     7.70000     29.50000     0.00000
autumn     small     low     6.50000     4.40000     29.77500     0.44500     24064.00000     60.00000     27.50000     16.00000     0.00000     6.00000     9.90000     2.50000     1.20000     52.50000     2.10000
winter     medium     medium     8.70000     10.70000     5.00000     2.67000     245.00000     53.62500     287.00000     6.80000     0.00000     0.00000     9.40000     3.50000     1.40000     22.30000     1.40000
summer     medium     high     7.29000     8.10000     129.37500     4.82500     3466.65991     467.50000     320.39999     2.00000     32.80000     4.30000     0.00000     6.80000     4.00000     0.00000     0.00000
winter     large     high     8.40000     11.80000     65.33300     4.50800     914.00000     15.60000     XXXXXXX     1.10000     3.10000     0.00000     16.00000     0.00000     0.00000     0.00000     0.00000
autumn     small     medium     7.93000     7.70000     5.27300     3.24500     112.85700     51.11100     6.75000     0.50000     7.20000     25.40000     4.80000     4.30000     27.60000     22.90000     0.00000
winter     small     high     6.60000     11.50000     12.44400     2.30200     160.00000     102.36400     87.12500     1.70000     2.90000     0.00000     5.00000     13.40000     6.60000     8.30000     0.00000
summer     small     low     7.72000     6.70000     61.05000     5.13000     128.57100     41.50000     11.50000     5.50000     13.00000     8.60000     1.20000     3.50000     0.00000     0.00000     2.50000
spring     small     high     8.21000     10.30000     64.09300     3.97600     165.00000     412.33301     23.48500     3.00000     0.00000     0.00000     8.80000     0.00000     6.60000     10.10000     1.40000
spring     medium     medium     8.30000     10.10000     12.14600     4.17000     37.77800     58.22200     57.83300     2.00000     7.80000     0.00000     11.80000     0.00000     0.00000     0.00000     0.00000
autumn     small     high     6.80000     9.20000     53.42500     0.63000     20.00000     220.75000     XXXXXXX     1.30000     1.90000     0.00000     4.10000     0.00000     2.70000     0.00000     0.00000
autumn     small     medium     7.55000     5.50000     8.69000     3.90800     192.50000     276.85001     14.00000     0.80000     31.10000     0.00000     5.50000     1.00000     0.00000     0.00000     2.70000
autumn     medium     medium     7.80000     9.30000     31.00000     2.31600     120.00000     2.00000     6.00000     0.50000     33.90000     1.40000     0.00000     0.00000     3.10000     0.00000     3.60000
autumn     medium     medium     7.30000     11.10000     32.05600     0.46100     153.00000     187.00000     142.00000     6.50000     18.90000     21.70000     19.60000     0.00000     7.50000     6.20000     0.00000
spring     small     high     7.92500     7.10000     136.00000     0.65800     102.50000     346.16699     108.00000     34.75000     39.10000     1.50000     10.10000     3.00000     6.50000     5.10000     2.20000
winter     small     high     7.40000     9.70000     13.50000     4.69800     10.00000     64.38900     317.00000     13.10000     1.60000     10.40000     1.20000     0.00000     0.00000     42.70000     1.20000
